,lineItem/UsageAccountId,lineItem/ResourceId,bill/BillingPeriodStartDate,lineItem/UsageAmount_ComputeHours,lineItem/UsageAmount_StorageGB,lineItem/UsageAmount_APIRequests,lineItem/UnblendedCost,product/ProductName,lineItem/LineItemDescription
925,Production-Main,ecs-001d579,2026-06,417.84,0.0,0.0,762.492,ECS,Fargate worker cluster
926,Marketing-Platform,sm-07dd433,2026-06,0.0,0.0,1204018.8,4.811999999999999,Secrets Manager,Application secrets
927,Production-Secondary,r53-10c5816,2026-06,0.0,0.0,9115896.0,13.668000000000001,Route 53,Health checks
928,Edge-Network,ecs-0fc0400,2026-06,496.79999999999995,0.0,0.0,906.756,ECS,Fargate API cluster
929,ML-Training,rs-0942720,2026-06,0.0,0.0,5897702.399999999,294.888,Redshift,Spectrum queries
930,Partner-Integration,cf-08ff891,2026-06,0.0,0.0,46901205.6,234.50399999999996,CloudFront,CDN API distribution
931,Production-Main,r53-0a68605,2026-06,0.0,0.0,15086772.0,22.631999999999998,Route 53,Health checks
932,Finance-Systems,rds-08ea254,2026-06,656.0400000000001,911.16,0.0,2915.544,RDS,db.r5.2xlarge Aurora cluster
933,Compliance-Audit,ses-0381310,2026-06,0.0,0.0,1850112.0,2.22,SES,Transactional email
934,Compliance-Audit,rs-07a8173,2026-06,0.0,0.0,6536694.0,326.832,Redshift,Spectrum queries
935,Security-Ops,ecs-0ba6598,2026-06,204.0,0.0,0.0,372.32399999999996,ECS,Fargate batch cluster
936,ML-Training,i-0c81746,2026-06,785.28,0.0,0.0,680.5559999999999,EC2,m5.large monitoring server
937,Customer-Portal,cf-028b887,2026-06,0.0,0.0,33782936.4,168.91199999999998,CloudFront,CDN static assets
938,Edge-Network,ebs-072d290,2026-06,0.0,857.88,0.0,107.232,EBS,gp3 volumes production
939,Mobile-Backend,sqs-0865398,2026-06,0.0,0.0,414759.6,0.20400000000000001,SQS,Dead letter queue
940,Customer-Portal,ses-1122543,2026-06,0.0,0.0,3189310.8,3.828,SES,Transactional email
941,Marketing-Platform,ddb-0f43677,2026-06,665.7599999999999,9.24,4623319.2,80.904,DynamoDB,Config store table
942,Marketing-Platform,sqs-0b48223,2026-06,0.0,0.0,656524.7999999999,0.324,SQS,Dead letter queue
943,Customer-Portal,vpn-0e39121,2026-06,961.92,0.0,0.0,243.80399999999997,VPN Gateway,Client VPN endpoint
944,Compliance-Audit,rds-116e550,2026-06,1351.32,938.52,0.0,2674.5719999999997,RDS,db.r5.large PostgreSQL replica
945,Finance-Systems,rds-023d564,2026-06,1093.92,759.6,0.0,2165.004,RDS,db.r5.large PostgreSQL replica
946,QA-Testing,elb-0d3a401,2026-06,854.64,0.0,11870178.0,172.824,ELB,Classic load balancer
947,Internal-Tools,ec-0cbe439,2026-06,663.12,0.0,0.0,477.44399999999996,ElastiCache,Redis production cluster
948,Partner-Integration,sqs-0654966,2026-06,0.0,0.0,30771904.799999997,15.384,SQS,Event notification queue
949,Compliance-Audit,ecs-0daa871,2026-06,552.36,0.0,0.0,1008.0840000000001,ECS,Fargate worker cluster
950,Data-Science,i-0f62656,2026-06,562.56,0.0,0.0,975.1919999999999,EC2,r5.xlarge cache server
951,Compliance-Audit,rds-08cd532,2026-06,426.12,118.32,0.0,503.03999999999996,RDS,db.t3.medium MySQL staging
952,Production-Main,s3-050b772,2026-06,0.0,11480.88,717549.6,287.016,S3,Log archive bucket
953,Data-Science,rds-08d7648,2026-06,1008.72,700.44,0.0,2591.7,RDS,db.r5.xlarge PostgreSQL primary
954,Data-Science,i-1072168,2026-06,736.1999999999999,0.0,0.0,638.052,EC2,m5.large monitoring server
955,Internal-Tools,s3-0c32773,2026-06,0.0,8572.8,85725.59999999999,197.172,S3,Backup storage bucket
956,ML-Training,sns-0a08133,2026-06,0.0,0.0,11111793.6,5.556,SNS,Alert notifications
957,Production-Main,ecs-074b718,2026-06,448.08,0.0,0.0,817.7159999999999,ECS,Fargate worker cluster
958,Partner-Integration,rds-071b467,2026-06,501.96,139.44,0.0,592.464,RDS,db.t3.medium MySQL staging
959,Customer-Portal,vpn-0282677,2026-06,1148.76,0.0,0.0,291.16799999999995,VPN Gateway,Client VPN endpoint
960,DevOps-Central,ec-1050337,2026-06,952.92,0.0,0.0,686.0400000000001,ElastiCache,Redis production cluster
961,Production-Main,s3-10fa940,2026-06,0.0,12009.84,750613.2,300.252,S3,Log archive bucket
962,Internal-Tools,s3-05e5658,2026-06,0.0,9209.279999999999,575581.2,230.244,S3,Log archive bucket
963,Data-Science,sm-0142508,2026-06,0.0,0.0,1535031.5999999999,6.144,Secrets Manager,Application secrets
964,Edge-Network,sns-06be252,2026-06,0.0,0.0,13151992.799999999,6.5760000000000005,SNS,Alert notifications
965,Production-Secondary,s3-0076278,2026-06,0.0,1468.44,2936865.6,128.48399999999998,S3,Artifact storage
966,Marketing-Platform,rds-0d1a186,2026-06,751.8,522.12,0.0,1488.0359999999998,RDS,db.r5.large PostgreSQL replica
967,Partner-Integration,rds-042d472,2026-06,543.12,150.84,0.0,641.1479999999999,RDS,db.t3.medium MySQL staging
968,Partner-Integration,rs-04c5955,2026-06,0.0,0.0,6380578.8,319.032,Redshift,Spectrum queries
969,Customer-Portal,ebs-06c4378,2026-06,0.0,708.6,0.0,442.81199999999995,EBS,io2 volumes database
970,Partner-Integration,cf-0e49841,2026-06,0.0,0.0,47656138.8,238.284,CloudFront,CDN API distribution
971,Compliance-Audit,i-0810870,2026-06,1046.76,0.0,0.0,907.236,EC2,m5.large monitoring server
972,Marketing-Platform,i-0860850,2026-06,657.84,0.0,0.0,2280.624,EC2,r5.2xlarge database server
973,Partner-Integration,rds-10b5322,2026-06,1190.1599999999999,826.44,0.0,2355.312,RDS,db.r5.large PostgreSQL replica
974,ML-Training,ebs-0ac5539,2026-06,0.0,4683.0,0.0,210.732,EBS,st1 volumes archive
975,Mobile-Backend,sqs-05b2924,2026-06,0.0,0.0,479706.0,0.24,SQS,Dead letter queue
976,Production-Main,ec-000c489,2026-06,1128.84,0.0,0.0,812.7719999999999,ElastiCache,Redis production cluster
977,Compliance-Audit,ebs-0392523,2026-06,0.0,303.71999999999997,0.0,37.967999999999996,EBS,gp3 volumes staging
978,Finance-Systems,elb-024a650,2026-06,676.56,0.0,9396518.4,136.812,ELB,Classic load balancer
979,Compliance-Audit,sns-0767851,2026-06,0.0,0.0,20979488.4,10.488,SNS,Event fanout topic
980,Production-Main,i-0c80371,2026-06,485.4,0.0,0.0,1407.864,EC2,c5.2xlarge HPC node
981,Marketing-Platform,rs-0dba560,2026-06,0.0,0.0,7393694.399999999,369.67199999999997,Redshift,Spectrum queries
982,Security-Ops,ebs-0625274,2026-06,0.0,751.92,0.0,469.94399999999996,EBS,io2 volumes database
983,Customer-Portal,elb-0784552,2026-06,813.72,0.0,33902349.6,246.816,ELB,Application load balancer
984,Internal-Tools,lam-0bda239,2026-06,0.0,0.0,38204446.8,265.524,Lambda,API gateway handler
985,Internal-Tools,sqs-03fc213,2026-06,0.0,0.0,56591084.4,28.295999999999996,SQS,Order processing queue
986,Finance-Systems,s3-113d678,2026-06,0.0,83.75999999999999,41900625.6,272.364,S3,Static website hosting
987,Edge-Network,vpn-0e0d648,2026-06,888.3599999999999,0.0,0.0,225.18,VPN Gateway,Client VPN endpoint
988,Edge-Network,ecs-0c03661,2026-06,364.67999999999995,0.0,0.0,665.4599999999999,ECS,Fargate worker cluster
989,Production-Main,ebs-0fb8180,2026-06,0.0,765.84,0.0,478.644,EBS,io2 volumes database
990,ML-Training,rs-0727239,2026-06,0.0,0.0,4637718.0,231.888,Redshift,Spectrum queries
991,Internal-Tools,ebs-0793510,2026-06,0.0,303.84,0.0,37.992,EBS,gp3 volumes staging
992,Internal-Tools,sqs-10ac145,2026-06,0.0,0.0,58209657.6,29.112000000000002,SQS,Order processing queue
993,QA-Testing,ebs-0a44533,2026-06,0.0,1435.32,0.0,179.41199999999998,EBS,gp3 volumes production
994,Marketing-Platform,rds-0e92796,2026-06,642.9599999999999,446.52000000000004,0.0,1272.6,RDS,db.r5.large PostgreSQL replica
995,Security-Ops,ses-0ecc552,2026-06,0.0,0.0,2489335.1999999997,2.988,SES,Transactional email
996,Production-Main,ecs-06dd673,2026-06,426.72,0.0,0.0,778.7520000000001,ECS,Fargate batch cluster
997,Mobile-Backend,kin-04f8523,2026-06,893.7599999999999,0.0,37240972.8,543.72,Kinesis,Data stream ingestion
998,Production-Secondary,sqs-0aca971,2026-06,0.0,0.0,31187332.799999997,15.6,SQS,Event notification queue
999,Customer-Portal,ses-0289612,2026-06,0.0,0.0,2896593.6,3.48,SES,Transactional email
1000,Compliance-Audit,s3-104d117,2026-06,0.0,735.6,1471464.0,64.38,S3,Artifact storage
1001,ML-Training,rds-0376427,2026-06,814.56,905.0400000000001,0.0,1900.62,RDS,db.m5.xlarge analytics DB
1002,Partner-Integration,kin-03c3921,2026-06,1091.8799999999999,0.0,45496831.199999996,664.2479999999999,Kinesis,Data stream ingestion
1003,Security-Ops,ecs-04a1561,2026-06,639.0,0.0,0.0,1166.1119999999999,ECS,Fargate API cluster
1004,Security-Ops,s3-052c304,2026-06,0.0,6840.48,427527.6,171.01199999999997,S3,Log archive bucket
1005,DevOps-Central,ec-0f73376,2026-06,1030.6799999999998,0.0,0.0,742.1039999999999,ElastiCache,Redis production cluster
1006,DevOps-Central,ec-0a03550,2026-06,974.52,0.0,0.0,701.688,ElastiCache,Redis production cluster
1007,Compliance-Audit,s3-0471757,2026-06,0.0,822.24,1644622.8,71.952,S3,Artifact storage
1008,Edge-Network,sns-07f5105,2026-06,0.0,0.0,15179692.799999999,7.596,SNS,Alert notifications
1009,Compliance-Audit,ec-078e845,2026-06,788.16,0.0,0.0,567.456,ElastiCache,Redis production cluster
1010,Data-Science,rds-0e50804,2026-06,813.84,226.08,0.0,734.712,RDS,db.t3.large development DB
1011,Marketing-Platform,ddb-0fab389,2026-06,562.92,39.24,62555656.8,439.83599999999996,DynamoDB,Session store table
1012,Mobile-Backend,sqs-097c579,2026-06,0.0,0.0,362992.8,0.18,SQS,Dead letter queue
1013,Edge-Network,vpn-10a9783,2026-06,598.92,0.0,0.0,303.59999999999997,VPN Gateway,Site-to-site VPN
1014,Internal-Tools,rds-02c3290,2026-06,985.68,273.84,0.0,889.848,RDS,db.t3.large development DB
1015,Marketing-Platform,ddb-10a5298,2026-06,668.7599999999999,46.559999999999995,74319042.0,522.5519999999999,DynamoDB,Session store table
1016,Finance-Systems,rs-023b632,2026-06,803.28,2231.28,0.0,4072.008,Redshift,Data warehouse cluster
1017,Finance-Systems,s3-0245238,2026-06,0.0,2973.6,1486776.0,111.504,S3,Analytics export bucket
1018,Production-Main,i-0bf4805,2026-06,790.68,0.0,0.0,2740.656,EC2,m5.2xlarge batch processor
1019,Compliance-Audit,i-0673829,2026-06,628.8,0.0,0.0,272.736,EC2,t3.medium API server
1020,Data-Science,i-0530222,2026-06,986.7599999999999,0.0,0.0,72.036,EC2,t3.micro bastion host
1021,Compliance-Audit,s3-0b32274,2026-06,0.0,979.1999999999999,1958527.2,85.692,S3,Artifact storage
1022,Data-Science,i-0b3a756,2026-06,590.04,0.0,0.0,2045.4719999999998,EC2,m5.2xlarge batch processor
1023,Production-Main,s3-0965144,2026-06,0.0,16685.04,3337018.8,583.968,S3,Data lake raw zone
1024,QA-Testing,ec-10c3544,2026-06,1131.36,0.0,0.0,814.5719999999999,ElastiCache,Redis production cluster
1025,Production-Main,lam-0cef839,2026-06,0.0,0.0,41818041.6,292.728,Lambda,Data transformer
1026,Edge-Network,s3-0b73418,2026-06,0.0,68.64,34338789.6,223.18800000000002,S3,Static website hosting
1027,Marketing-Platform,rds-0fff478,2026-06,632.64,175.79999999999998,0.0,746.8679999999999,RDS,db.t3.medium MySQL staging
1028,Data-Science,rds-0432834,2026-06,797.16,553.4399999999999,0.0,2048.112,RDS,db.r5.xlarge PostgreSQL primary
1029,ML-Training,rds-091b932,2026-06,846.84,940.92,0.0,1975.8719999999998,RDS,db.m5.xlarge analytics DB
1030,Internal-Tools,s3-0969861,2026-06,0.0,5225.16,8360152.8,381.432,S3,Media content bucket
1031,ML-Training,ebs-10d1413,2026-06,0.0,5567.4,0.0,250.536,EBS,st1 volumes archive
1032,Internal-Tools,rds-0e18966,2026-06,451.08,125.28,0.0,532.572,RDS,db.t3.medium MySQL staging
1033,Data-Science,eks-0147675,2026-06,959.52,0.0,0.0,2878.488,EKS,Production K8s cluster
1034,Data-Science,i-1025803,2026-06,862.1999999999999,0.0,0.0,747.324,EC2,m5.large monitoring server
1035,Production-Main,sns-001c263,2026-06,0.0,0.0,9683866.799999999,4.836,SNS,Alert notifications
1036,Partner-Integration,elb-03da159,2026-06,794.4,0.0,11032677.6,160.632,ELB,Classic load balancer
1037,Production-Main,kin-10af674,2026-06,777.0,0.0,21585285.599999998,315.144,Kinesis,Firehose delivery
1038,Marketing-Platform,ddb-0b9f375,2026-06,862.1999999999999,59.879999999999995,95801840.39999999,673.6080000000001,DynamoDB,Session store table
1039,Compliance-Audit,ec-037d484,2026-06,811.56,0.0,0.0,584.304,ElastiCache,Redis production cluster
1040,Security-Ops,ecs-0be1976,2026-06,223.68,0.0,0.0,408.17999999999995,ECS,Fargate batch cluster
1041,Compliance-Audit,rds-097a830,2026-06,932.28,1035.9599999999998,0.0,2175.552,RDS,db.m5.xlarge analytics DB
1042,Internal-Tools,ec-0c53926,2026-06,598.1999999999999,0.0,0.0,430.67999999999995,ElastiCache,Redis production cluster
1043,Data-Science,rds-0136144,2026-06,1176.6,817.0799999999999,0.0,2328.66,RDS,db.r5.large PostgreSQL replica
1044,Shared-Services,rds-1070832,2026-06,622.0799999999999,432.0,0.0,1231.068,RDS,db.r5.large PostgreSQL replica
1045,Compliance-Audit,rds-0d55733,2026-06,907.8,630.4799999999999,0.0,1796.712,RDS,db.r5.large PostgreSQL replica
1046,Production-Secondary,r53-1192859,2026-06,0.0,0.0,10204701.6,15.299999999999999,Route 53,Health checks
1047,Internal-Tools,s3-10d4811,2026-06,0.0,4689.48,7503146.399999999,342.33599999999996,S3,Media content bucket
1048,Compliance-Audit,r53-1052440,2026-06,0.0,0.0,8935782.0,13.404,Route 53,Health checks
1049,Production-Main,s3-0019862,2026-06,0.0,2871.8399999999997,1435933.2,107.7,S3,Analytics export bucket
1050,Mobile-Backend,sqs-0da8365,2026-06,0.0,0.0,379185.6,0.192,SQS,Dead letter queue
1051,Shared-Services,rds-0781760,2026-06,766.8,213.0,0.0,692.22,RDS,db.t3.large development DB
1052,Marketing-Platform,sm-0de2274,2026-06,0.0,0.0,1085865.5999999999,4.344,Secrets Manager,Application secrets
1053,Edge-Network,i-0328891,2026-06,466.67999999999995,0.0,0.0,1353.2160000000001,EC2,c5.2xlarge HPC node
1054,Compliance-Audit,s3-079d136,2026-06,0.0,15299.52,3059887.1999999997,535.476,S3,Data lake raw zone
1055,Edge-Network,vpn-0315511,2026-06,861.0,0.0,0.0,218.232,VPN Gateway,Client VPN endpoint
1056,Marketing-Platform,rds-0878977,2026-06,468.12,130.08,0.0,552.6239999999999,RDS,db.t3.medium MySQL staging
1057,Internal-Tools,s3-0a01897,2026-06,0.0,5317.56,8508048.0,388.176,S3,Media content bucket
1058,Data-Science,ec-0145951,2026-06,645.3599999999999,0.0,0.0,232.344,ElastiCache,Redis staging cluster
1059,DevOps-Central,ebs-00cc665,2026-06,0.0,520.8,0.0,325.464,EBS,io2 volumes database
1060,Partner-Integration,elb-0a75516,2026-06,1050.9599999999998,0.0,14596231.2,212.508,ELB,Classic load balancer
1061,Production-Main,i-000f723,2026-06,996.72,0.0,0.0,432.264,EC2,t3.medium API server
1062,Compliance-Audit,s3-0c23914,2026-06,0.0,5365.92,2682895.1999999997,201.216,S3,Analytics export bucket
1063,Production-Main,cf-0a65604,2026-06,0.0,0.0,48002904.0,240.01199999999997,CloudFront,CDN API distribution
1064,Data-Science,nat-054b109,2026-06,631.32,0.0,0.0,144.024,NAT Gateway,Staging VPC NAT
1065,Compliance-Audit,sns-0bfb153,2026-06,0.0,0.0,17562180.0,8.771999999999998,SNS,Alert notifications
1066,Production-Main,lam-1147471,2026-06,0.0,0.0,38672587.199999996,270.70799999999997,Lambda,Data transformer
1067,Compliance-Audit,s3-0575814,2026-06,0.0,4122.719999999999,2061336.0,154.596,S3,Analytics export bucket
1068,Data-Science,rds-0134211,2026-06,915.24,635.52,0.0,2351.568,RDS,db.r5.xlarge PostgreSQL primary
1069,Partner-Integration,ses-03ca997,2026-06,0.0,0.0,773067.6,0.9239999999999999,SES,Marketing email
1070,Edge-Network,vpn-05f9490,2026-06,853.0799999999999,0.0,0.0,216.216,VPN Gateway,Client VPN endpoint
1071,QA-Testing,cf-03e3566,2026-06,0.0,0.0,196405107.6,982.02,CloudFront,CDN media distribution
1072,Finance-Systems,s3-0ab5299,2026-06,0.0,10365.359999999999,647838.0,259.128,S3,Log archive bucket
1073,Production-Main,lam-0519516,2026-06,0.0,0.0,36900532.8,258.3,Lambda,Data transformer
1074,Marketing-Platform,ddb-0fb7490,2026-06,704.7599999999999,49.08,78307003.2,550.584,DynamoDB,Session store table
1075,Edge-Network,vpn-0316649,2026-06,654.6,0.0,0.0,331.872,VPN Gateway,Site-to-site VPN
1076,Internal-Tools,lam-0aba667,2026-06,0.0,0.0,43074957.6,299.376,Lambda,API gateway handler
1077,Partner-Integration,elb-0bca587,2026-06,967.68,0.0,13439536.799999999,195.672,ELB,Classic load balancer
1078,Customer-Portal,vpn-0579455,2026-06,1263.36,0.0,0.0,320.232,VPN Gateway,Client VPN endpoint
1079,Compliance-Audit,s3-06ca918,2026-06,0.0,57.599999999999994,28809151.2,187.26000000000002,S3,Static website hosting
1080,Edge-Network,sqs-0600636,2026-06,0.0,0.0,35758036.8,17.88,SQS,Event notification queue
1081,Production-Secondary,i-0453402,2026-06,1248.12,0.0,0.0,1082.532,EC2,t3.large application server
1082,Internal-Tools,lam-0785135,2026-06,0.0,0.0,26280968.4,183.96,Lambda,Data transformer
1083,Mobile-Backend,sqs-0331305,2026-06,0.0,0.0,423346.8,0.216,SQS,Dead letter queue
1084,Compliance-Audit,vpn-0617551,2026-06,1027.32,0.0,0.0,260.412,VPN Gateway,Client VPN endpoint
1085,ML-Training,lam-115f800,2026-06,0.0,0.0,14402886.0,100.824,Lambda,Notification dispatcher
1086,Internal-Tools,cf-092d732,2026-06,0.0,0.0,121463078.39999999,607.32,CloudFront,CDN web distribution
1087,Production-Secondary,elb-0080147,2026-06,693.9599999999999,0.0,48188865.6,300.696,ELB,Network load balancer
1088,Security-Ops,ecs-08d2791,2026-06,525.72,0.0,0.0,959.4,ECS,Fargate API cluster
1089,Data-Science,eks-0148786,2026-06,472.2,0.0,0.0,1416.756,EKS,Staging K8s cluster
1090,Partner-Integration,s3-1146713,2026-06,0.0,10477.08,654820.7999999999,261.936,S3,Log archive bucket
1091,Compliance-Audit,sns-0566288,2026-06,0.0,0.0,19520756.4,9.756,SNS,Event fanout topic
1092,Finance-Systems,eks-06ed234,2026-06,1011.4799999999999,0.0,0.0,3034.536,EKS,Production K8s cluster
1093,ML-Training,sqs-072e691,2026-06,0.0,0.0,640228.7999999999,0.324,SQS,Dead letter queue
1094,Production-Secondary,ec-106a729,2026-06,956.64,0.0,0.0,344.412,ElastiCache,Redis staging cluster
1095,Internal-Tools,ec-04e7101,2026-06,582.72,0.0,0.0,419.496,ElastiCache,Redis production cluster
1096,Partner-Integration,ec-03d2749,2026-06,637.32,0.0,0.0,229.416,ElastiCache,Redis staging cluster
1097,Edge-Network,sns-0e85289,2026-06,0.0,0.0,14042281.2,7.02,SNS,Alert notifications
1098,Edge-Network,ebs-0312701,2026-06,0.0,450.59999999999997,0.0,281.664,EBS,io2 volumes database
1099,DevOps-Central,ddb-05d7644,2026-06,1102.08,15.239999999999998,7653505.199999999,133.932,DynamoDB,Config store table
1100,Internal-Tools,ec-02b4327,2026-06,664.44,0.0,0.0,478.392,ElastiCache,Redis production cluster
1101,Production-Secondary,ecs-0c4a227,2026-06,324.36,0.0,0.0,591.864,ECS,Fargate batch cluster
1102,Compliance-Audit,s3-0c98607,2026-06,0.0,828.3599999999999,1656874.8,72.49199999999999,S3,Artifact storage
1103,Edge-Network,s3-1096283,2026-06,0.0,1420.2,2840732.4,124.25999999999999,S3,Artifact storage
1104,Internal-Tools,s3-07ea402,2026-06,0.0,42.84,21448750.8,139.416,S3,Static website hosting
1105,ML-Training,ebs-09a5794,2026-06,0.0,906.0,0.0,566.148,EBS,io2 volumes database
1106,Compliance-Audit,ecs-1030728,2026-06,625.68,0.0,0.0,1141.8239999999998,ECS,Fargate worker cluster
1107,Edge-Network,vpn-0e76532,2026-06,621.0,0.0,0.0,314.856,VPN Gateway,Site-to-site VPN
1108,Marketing-Platform,i-0a25644,2026-06,711.24,0.0,0.0,616.32,EC2,m5.large monitoring server
1109,Edge-Network,i-0327476,2026-06,710.7599999999999,0.0,0.0,2463.9,EC2,m5.2xlarge batch processor
1110,Partner-Integration,rds-09fc828,2026-06,971.64,674.64,0.0,1922.892,RDS,db.r5.large PostgreSQL replica
1111,Shared-Services,rds-0c0c979,2026-06,677.28,470.28,0.0,1340.2319999999997,RDS,db.r5.large PostgreSQL replica
1112,Customer-Portal,ses-0f91414,2026-06,0.0,0.0,2231514.0,2.688,SES,Transactional email
1113,Marketing-Platform,rs-07de855,2026-06,598.56,1662.6,0.0,3034.212,Redshift,Data warehouse cluster
1114,QA-Testing,lam-0aa9972,2026-06,0.0,0.0,5440951.2,38.352,Lambda,Image resizer
1115,Compliance-Audit,rds-0fa3116,2026-06,1283.3999999999999,891.24,0.0,2539.98,RDS,db.r5.large PostgreSQL replica
1116,Production-Main,i-0926303,2026-06,972.84,0.0,0.0,71.01599999999999,EC2,t3.micro bastion host
1117,Compliance-Audit,vpn-070e694,2026-06,483.47999999999996,0.0,0.0,245.03999999999996,VPN Gateway,Site-to-site VPN
1118,Mobile-Backend,ebs-05cc362,2026-06,0.0,5097.24,0.0,229.392,EBS,st1 volumes archive
1119,Data-Science,ec-0b5f483,2026-06,560.16,0.0,0.0,201.672,ElastiCache,Redis staging cluster
1120,Internal-Tools,nat-02ba419,2026-06,690.4799999999999,0.0,0.0,157.51199999999997,NAT Gateway,Dev VPC NAT
1121,Partner-Integration,elb-0611191,2026-06,906.12,0.0,12584490.0,183.216,ELB,Classic load balancer
1122,Finance-Systems,elb-0790493,2026-06,655.0799999999999,0.0,9098142.0,132.468,ELB,Classic load balancer
1123,Edge-Network,ec-1098417,2026-06,774.84,0.0,0.0,557.8439999999999,ElastiCache,Redis production cluster
1124,Internal-Tools,lam-0a9f654,2026-06,0.0,0.0,26724535.2,187.06799999999998,Lambda,Data transformer
1125,Marketing-Platform,kin-01d0507,2026-06,644.52,0.0,26856852.0,392.11199999999997,Kinesis,Data stream ingestion
1126,Data-Science,i-047f834,2026-06,552.4799999999999,0.0,0.0,957.564,EC2,r5.xlarge cache server
1127,Partner-Integration,cf-0fef875,2026-06,0.0,0.0,41499444.0,207.504,CloudFront,CDN API distribution
1128,Shared-Services,s3-0f8f356,2026-06,0.0,16020.119999999999,3204033.6,560.712,S3,Data lake raw zone
1129,Finance-Systems,rds-08fc684,2026-06,811.32,901.44,0.0,1893.0479999999998,RDS,db.m5.xlarge analytics DB
1130,Customer-Portal,ses-0288805,2026-06,0.0,0.0,752008.7999999999,0.8999999999999999,SES,Marketing email
1131,Customer-Portal,i-028e796,2026-06,866.0400000000001,0.0,0.0,1501.6319999999998,EC2,m5.xlarge web server
1132,Shared-Services,rds-019f754,2026-06,749.0400000000001,1040.28,0.0,3328.9199999999996,RDS,db.r5.2xlarge Aurora cluster
1133,Partner-Integration,elb-04da950,2026-06,715.92,0.0,9942318.0,144.756,ELB,Classic load balancer
1134,Internal-Tools,lam-02cd701,2026-06,0.0,0.0,10827992.4,75.79199999999999,Lambda,Notification dispatcher
1135,DevOps-Central,r53-056a999,2026-06,0.0,0.0,8227935.6,12.347999999999999,Route 53,Health checks
1136,Edge-Network,ebs-0799406,2026-06,0.0,472.32,0.0,295.248,EBS,io2 volumes database
1137,Production-Main,s3-0725116,2026-06,0.0,15325.679999999998,3065140.8,536.4,S3,Data lake raw zone
1138,Compliance-Audit,rds-050c134,2026-06,1051.08,729.9599999999999,0.0,2080.296,RDS,db.r5.large PostgreSQL replica
1139,Partner-Integration,rs-09f8831,2026-06,1021.68,2837.88,0.0,5179.392,Redshift,Data warehouse cluster
1140,Production-Main,cf-05ce313,2026-06,0.0,0.0,55749988.8,278.748,CloudFront,CDN API distribution
1141,ML-Training,i-0368473,2026-06,923.1599999999999,0.0,0.0,800.028,EC2,m5.large monitoring server
1142,Production-Main,lam-0503943,2026-06,0.0,0.0,7843696.8,54.912,Lambda,Notification dispatcher
1143,Production-Main,s3-054d837,2026-06,0.0,11539.44,721209.6,288.48,S3,Log archive bucket
1144,Edge-Network,s3-0b63436,2026-06,0.0,64.67999999999999,32347730.4,210.23999999999998,S3,Static website hosting
1145,Internal-Tools,ebs-1066922,2026-06,0.0,5978.16,0.0,269.02799999999996,EBS,st1 volumes archive
1146,Compliance-Audit,rds-0f34396,2026-06,1042.8,724.32,0.0,2679.6,RDS,db.r5.xlarge PostgreSQL primary
1147,Compliance-Audit,ebs-1114137,2026-06,0.0,290.76,0.0,36.336,EBS,gp3 volumes staging
1148,Customer-Portal,elb-1008327,2026-06,901.68,0.0,12524050.799999999,182.352,ELB,Classic load balancer
1149,Internal-Tools,rds-103d389,2026-06,1009.3199999999999,1401.9599999999998,0.0,4486.08,RDS,db.r5.2xlarge Aurora cluster
1150,Compliance-Audit,rds-105e420,2026-06,1300.9199999999998,903.4799999999999,0.0,2574.72,RDS,db.r5.large PostgreSQL replica
1151,Customer-Portal,elb-0c08248,2026-06,878.52,0.0,36607442.4,266.496,ELB,Application load balancer
1152,Internal-Tools,lam-0cbd665,2026-06,0.0,0.0,20784428.4,145.488,Lambda,Data transformer
1153,Internal-Tools,rds-02c1573,2026-06,943.44,655.0799999999999,0.0,1867.1399999999999,RDS,db.r5.large PostgreSQL replica
1154,Production-Main,cf-0716452,2026-06,0.0,0.0,73251362.39999999,366.25199999999995,CloudFront,CDN API distribution
1155,Production-Secondary,i-0626908,2026-06,981.84,0.0,0.0,850.968,EC2,m5.large monitoring server
1156,Edge-Network,sns-0c0e157,2026-06,0.0,0.0,15816898.799999999,7.9079999999999995,SNS,Alert notifications
1157,ML-Training,ebs-0379809,2026-06,0.0,5080.679999999999,0.0,228.636,EBS,st1 volumes archive
1158,Mobile-Backend,sqs-0330567,2026-06,0.0,0.0,27376914.0,13.692,SQS,Event notification queue
1159,Compliance-Audit,r53-1067995,2026-06,0.0,0.0,7433348.399999999,11.147999999999998,Route 53,Health checks
1160,Edge-Network,rds-0b2c110,2026-06,636.6,442.08,0.0,1635.6599999999999,RDS,db.r5.xlarge PostgreSQL primary
1161,Internal-Tools,nat-0c40267,2026-06,638.64,0.0,0.0,145.704,NAT Gateway,Dev VPC NAT
1162,Finance-Systems,s3-0242170,2026-06,0.0,4187.639999999999,25125957.599999998,1046.916,S3,Production asset storage
1163,Data-Science,i-116b161,2026-06,617.88,0.0,0.0,1071.084,EC2,r5.xlarge cache server
1164,ML-Training,i-036a778,2026-06,1030.92,0.0,0.0,894.168,EC2,t3.large application server
1165,Edge-Network,cf-0a4d407,2026-06,0.0,0.0,226293542.4,1131.4679999999998,CloudFront,CDN media distribution
1166,Compliance-Audit,s3-10df441,2026-06,0.0,789.6,1579243.2,69.09599999999999,S3,Artifact storage
1167,Edge-Network,ec-030e215,2026-06,904.0799999999999,0.0,0.0,650.952,ElastiCache,Redis production cluster
