Account_Name,Resource_ID,Cloud_Provider,Billing_Period,Compute_Hours,Storage_GB_Used,API_Requests,Total_Charge,Service_Name,Description
Production-Main,i-07b0216,AWS,2026-04,367.4,0.0,0,1046.4,EC2,c5.2xlarge HPC node
Analytics-Platform,kv-00c2112,AZURE,2026-04,0.0,0.0,1433989,4.12,Key Vault,Secrets management
Mobile-Backend,vm-0348464,AZURE,2026-04,566.9,0.0,0,2029.47,Virtual Machines,E8s v3 memory-optimized
ML-Training,lam-04e8479,AWS,2026-04,0.0,0.0,9838318,69.77,Lambda,Notification dispatcher
Shared-Services,vm-01bb143,AZURE,2026-04,601.7,0.0,0,180.67,Virtual Machines,B2s development VM
Compliance-Audit,i-039c168,AWS,2026-04,840.5,0.0,0,62.98,EC2,t3.micro bastion host
DevOps-Central,appi-06d6774,AZURE,2026-04,0.0,0.0,13870853,169.87,Application Insights,Custom metrics
Internal-Tools,aks-05a1845,AZURE,2026-04,209.6,0.0,0,303.3,AKS,Dev K8s cluster
Security-Ops,sqs-0889881,AWS,2026-04,0.0,0.0,41200781,19.64,SQS,Event notification queue
Compliance-Audit,i-0954606,AWS,2026-04,708.5,0.0,0,609.8,EC2,m5.large monitoring server
Partner-Integration,cf-0ccc998,AWS,2026-04,0.0,0.0,34774686,173.06,CloudFront,CDN API distribution
Internal-Tools,aks-0295462,AZURE,2026-04,234.0,0.0,0,339.32,AKS,Dev K8s cluster
Production-Main,mem-0046643,GCP,2026-04,444.4,0.0,0,302.74,Memorystore,Redis staging cache
Internal-Tools,ebs-0fd8235,AWS,2026-04,0.0,5063.5,0,214.85,EBS,st1 volumes archive
Data-Science,gke-04d4364,GCP,2026-04,2979.5,0.0,0,5845.77,GKE,GPU node pool
Marketing-Platform,s3-01ee984,AWS,2026-04,0.0,12687.8,119885,278.43,S3,Backup storage bucket
Security-Ops,sqs-0cc7659,AWS,2026-04,0.0,0.0,52156642,25.56,SQS,Order processing queue
Internal-Tools,ebs-05fe716,AWS,2026-04,0.0,1302.3,0,153.53,EBS,gp3 volumes production
Marketing-Platform,gke-0dd4328,GCP,2026-04,1875.4,0.0,0,3733.08,GKE,ML training cluster
Production-Secondary,blob-0e56225,AZURE,2026-04,0.0,12439.4,29468,95.87,Blob Storage,Archive tier
Marketing-Platform,rds-0f32152,AWS,2026-04,834.2,578.0,0,2017.31,RDS,db.r5.xlarge PostgreSQL primary
Security-Ops,ps-0760142,GCP,2026-04,0.0,0.0,27997709,349.07,Pub/Sub,Event streaming
Staging-Env,gke-0ace497,GCP,2026-04,2441.8,0.0,0,4737.95,GKE,ML training cluster
Internal-Tools,lam-05b9579,AWS,2026-04,0.0,0.0,21463306,143.61,Lambda,Data transformer
Customer-Portal,func-1175826,AZURE,2026-04,0.0,0.0,2486524,37.87,Azure Functions,Webhook processor
Edge-Network,s3-05cb638,AWS,2026-04,0.0,57.0,27656972,180.33,S3,Static website hosting
Marketing-Platform,cr-01f6471,GCP,2026-04,710.4,0.0,14414375,1017.37,Cloud Run,API gateway service
Analytics-Platform,bq-00a9545,GCP,2026-04,0.0,9232.4,0,3576.17,BigQuery,Analytics data warehouse
Analytics-Platform,mem-00bc838,GCP,2026-04,566.8,0.0,0,384.93,Memorystore,Redis production cache
Marketing-Platform,vai-083e756,GCP,2026-04,354.8,0.0,0,1732.56,Vertex AI,Training pipelines
Marketing-Platform,gcf-0204526,GCP,2026-04,0.0,0.0,5594169,82.38,Cloud Functions,Auth handlers
Partner-Integration,s3-03cc842,AWS,2026-04,0.0,1110.9,2178103,92.65,S3,Artifact storage
Analytics-Platform,cmon-00b1971,GCP,2026-04,0.0,0.0,18901339,149.54,Cloud Monitoring,Metrics and alerting
DevOps-Central,kv-073f461,AZURE,2026-04,0.0,0.0,284938,0.87,Key Vault,Certificate store
DevOps-Central,sentinel-0612533,AZURE,2026-04,0.0,0.0,103633168,2593.39,Microsoft Sentinel,SIEM detection
Compliance-Audit,s3-0d91108,AWS,2026-04,0.0,832.8,1570768,68.9,S3,Artifact storage
Production-Secondary,acr-0964375,AZURE,2026-04,0.0,226.2,440959,140.04,Container Registry,Docker image registry
Data-Science,i-09a3137,AWS,2026-04,569.3,0.0,0,991.54,EC2,r5.xlarge cache server
Production-Main,aks-0a3c748,AZURE,2026-04,1016.1,0.0,0,1474.88,AKS,Staging K8s cluster
Internal-Tools,s3-0d9a450,AWS,2026-04,0.0,5508.9,55925,122.07,S3,Backup storage bucket
Partner-Integration,mem-0f6b597,GCP,2026-04,248.7,0.0,0,168.86,Memorystore,Redis staging cache
Security-Ops,cdns-0b9e686,GCP,2026-04,0.0,0.0,19738239,28.08,Cloud DNS,DNS zones
Internal-Tools,cr-0d98506,GCP,2026-04,291.8,0.0,1213408,248.89,Cloud Run,Image processor
Finance-Systems,vm-04f6533,AZURE,2026-04,718.9,0.0,0,1773.79,Virtual Machines,D8s v3 application server
Finance-Systems,aks-04b2652,AZURE,2026-04,1221.8,0.0,0,1720.22,AKS,Staging K8s cluster
Marketing-Platform,ddb-0582661,AWS,2026-04,610.3,41.8,64111161,453.81,DynamoDB,Session store table
IoT-Platform,mem-0361916,GCP,2026-04,729.8,0.0,0,492.77,Memorystore,Redis production cache
Security-Ops,ecs-0f12611,AWS,2026-04,164.2,0.0,0,291.53,ECS,Fargate batch cluster
DevOps-Central,vm-0f6a520,AZURE,2026-04,861.6,0.0,0,506.55,Virtual Machines,D2s v3 utility server
DevOps-Central,blob-044f248,AZURE,2026-04,0.0,8531.3,3287020,434.29,Blob Storage,Data lake storage
Finance-Systems,cr-0605192,GCP,2026-04,590.2,0.0,2451376,746.41,Cloud Run,ETL pipeline service
Edge-Network,ebs-0311888,AWS,2026-04,0.0,6346.4,0,264.9,EBS,st1 volumes archive
Production-Secondary,ec-0cec280,AWS,2026-04,943.6,0.0,0,327.38,ElastiCache,Redis staging cluster
Production-Secondary,i-06e3233,AWS,2026-04,902.4,0.0,0,763.51,EC2,t3.large application server
Partner-Integration,rds-03c9787,AWS,2026-04,793.7,575.3,0,1569.49,RDS,db.r5.large PostgreSQL replica
Staging-Env,gke-0ed9571,GCP,2026-04,717.7,0.0,0,2084.31,GKE,Production API cluster
Finance-Systems,blob-020b988,AZURE,2026-04,0.0,2124.8,5348934,339.02,Blob Storage,Media content
QA-Testing,ses-07c3229,AWS,2026-04,0.0,0.0,2405088,2.75,SES,Transactional email
Finance-Systems,rs-07f1538,AWS,2026-04,499.0,1440.6,0,2570.17,Redshift,Data warehouse cluster
Staging-Env,gke-08b2777,GCP,2026-04,526.6,0.0,0,1500.58,GKE,Production API cluster
DevOps-Central,appi-0fc8335,AZURE,2026-04,0.0,0.0,63569861,805.11,Application Insights,APM telemetry
Production-Main,ado-0040969,AZURE,2026-04,563.5,0.0,0,286.8,Azure DevOps,Pipelines hosted
Internal-Tools,elb-0d39987,AWS,2026-04,1062.1,0.0,15332618,212.19,ELB,Classic load balancer
Customer-Portal,kv-1009619,AZURE,2026-04,0.0,0.0,369817,1.06,Key Vault,Certificate store
Production-Secondary,redis-0b3e355,AZURE,2026-04,922.0,0.0,0,1047.26,Azure Cache for Redis,Premium P1 cache
Security-Ops,ecs-09ff179,AWS,2026-04,121.4,0.0,0,222.34,ECS,Fargate batch cluster
Shared-Services,fd-0ad2606,AZURE,2026-04,0.0,0.0,52465252,370.88,Front Door,Global load balancer
ML-Training,i-0b7f363,AWS,2026-04,598.7,0.0,0,2017.33,EC2,r5.2xlarge database server
Partner-Integration,ddb-03d3612,AWS,2026-04,858.9,120.1,178558509,1331.2,DynamoDB,Cache table
Internal-Tools,gcf-0e8d178,GCP,2026-04,0.0,0.0,10614333,151.09,Cloud Functions,Data triggers
Customer-Portal,cosmos-04b7344,AZURE,2026-04,554.5,40.1,11620402,365.3,Cosmos DB,Config store
Data-Science,i-0fdf856,AWS,2026-04,360.8,0.0,0,1245.59,EC2,m5.2xlarge batch processor
Production-Main,ebs-0c33147,AWS,2026-04,0.0,507.6,0,303.27,EBS,io2 volumes database
Partner-Integration,elb-1189487,AWS,2026-04,498.3,0.0,7269459,100.86,ELB,Classic load balancer
Shared-Services,gcs-01aa874,GCP,2026-04,0.0,20651.2,50247,194.9,Cloud Storage,Archive bucket
Edge-Network,bq-02ff101,GCP,2026-04,0.0,5579.0,0,2135.09,BigQuery,Log analytics
Edge-Network,s3-031a417,AWS,2026-04,0.0,1036.5,2077957,89.83,S3,Artifact storage
Internal-Tools,s3-02be827,AWS,2026-04,0.0,6625.9,67556,146.53,S3,Backup storage bucket
Customer-Portal,sb-0266467,AZURE,2026-04,676.6,0.0,9586120,520.93,Service Bus,Premium messaging
Edge-Network,vai-089b961,GCP,2026-04,664.4,0.0,7389088,1426.41,Vertex AI,Model serving endpoints
Analytics-Platform,gcs-0c9b859,GCP,2026-04,0.0,2534.5,2449649,175.56,Cloud Storage,Media assets bucket
Production-Main,s3-0015422,AWS,2026-04,0.0,9839.3,584328,236.11,S3,Log archive bucket
Compliance-Audit,rs-0f61772,AWS,2026-04,0.0,0.0,5033913,251.49,Redshift,Spectrum queries
IoT-Platform,gke-0e04484,GCP,2026-04,2966.9,0.0,0,5691.02,GKE,GPU node pool
Internal-Tools,gcs-02dc330,GCP,2026-04,0.0,337.7,5138508,59.65,Cloud Storage,Temp processing bucket
Shared-Services,vm-0dc1116,AZURE,2026-04,594.2,0.0,0,1068.48,Virtual Machines,E4s v3 SIEM collector
IoT-Platform,df-0360346,GCP,2026-04,584.7,0.0,0,1324.4,Dataflow,Streaming pipeline
Staging-Env,vai-00f3704,GCP,2026-04,166.3,0.0,0,850.53,Vertex AI,AutoML jobs
Production-Main,s3-079b598,AWS,2026-04,0.0,9469.3,561730,226.78,S3,Log archive bucket
Marketing-Platform,gke-0edf790,GCP,2026-04,2400.4,0.0,0,4569.76,GKE,ML training cluster
Marketing-Platform,df-0207274,GCP,2026-04,709.6,0.0,0,1679.34,Dataflow,Streaming pipeline
Production-Secondary,df-0089960,GCP,2026-04,403.3,0.0,0,961.6,Dataflow,Batch pipeline
Production-Secondary,app-0bbf989,AZURE,2026-04,646.9,0.0,0,94.95,App Service,Web app B1
Finance-Systems,sentinel-0f92956,AZURE,2026-04,0.0,0.0,108383393,2654.73,Microsoft Sentinel,SIEM detection
Production-Main,sentinel-0d04759,AZURE,2026-04,0.0,0.0,47363128,1122.31,Microsoft Sentinel,Log analytics
Analytics-Platform,clog-069f805,GCP,2026-04,0.0,164.3,0,39.25,Cloud Logging,Audit logs
Customer-Portal,func-100b422,AZURE,2026-04,0.0,0.0,2815771,40.12,Azure Functions,Webhook processor
Analytics-Platform,eh-0f6c240,AZURE,2026-04,0.0,295.7,0,70.43,Event Hubs,Capture to storage
ML-Training,ebs-103e746,AWS,2026-04,0.0,598.3,0,360.16,EBS,io2 volumes database
Data-Science,mem-0d3b973,GCP,2026-04,287.0,0.0,0,199.1,Memorystore,Redis staging cache
Production-Main,aks-0c17786,AZURE,2026-04,592.3,0.0,0,2621.27,AKS,Production K8s cluster
Production-Main,aks-0021897,AZURE,2026-04,521.9,0.0,0,2338.01,AKS,Production K8s cluster
Production-Main,blob-0030160,AZURE,2026-04,0.0,21974.6,53804,169.77,Blob Storage,Archive tier
Marketing-Platform,gke-0961704,GCP,2026-04,3436.1,0.0,0,6657.34,GKE,GPU node pool
QA-Testing,lam-0684112,AWS,2026-04,0.0,0.0,4025618,26.95,Lambda,Image resizer
Internal-Tools,blob-0d60166,AZURE,2026-04,0.0,10088.1,98217,294.01,Blob Storage,Backup storage
Analytics-Platform,eh-00c5982,AZURE,2026-04,578.1,0.0,22906474,248.06,Event Hubs,Standard throughput units
Analytics-Platform,kv-051b219,AZURE,2026-04,0.0,0.0,1432510,4.18,Key Vault,Secrets management
Partner-Integration,vai-09ae701,GCP,2026-04,592.9,0.0,0,2838.16,Vertex AI,Training pipelines
Shared-Services,gcs-01ac446,GCP,2026-04,0.0,1708.9,876206,261.26,Cloud Storage,Model artifacts
Mobile-Backend,azmon-08f3239,AZURE,2026-04,0.0,280.5,35992095,382.43,Azure Monitor,Logs and metrics
Shared-Services,func-0949366,AZURE,2026-04,0.0,0.0,7775098,113.45,Azure Functions,Event processors
Production-Main,cf-0ad5324,AWS,2026-04,0.0,0.0,30800612,149.79,CloudFront,CDN API distribution
Finance-Systems,rds-1083102,AWS,2026-04,684.9,762.0,0,1506.47,RDS,db.m5.xlarge analytics DB
Marketing-Platform,ca-01ef502,GCP,2026-04,0.0,0.0,64939280,234.34,Cloud Armor,WAF policies
Partner-Integration,azmon-0fe9839,AZURE,2026-04,0.0,213.0,27716517,290.64,Azure Monitor,Logs and metrics
Security-Ops,s3-0d22917,AWS,2026-04,0.0,18014.9,3486022,605.85,S3,Data lake raw zone
QA-Testing,elb-0ecf520,AWS,2026-04,755.7,0.0,29873289,218.85,ELB,Application load balancer
Marketing-Platform,rs-1104859,AWS,2026-04,0.0,0.0,6238019,311.45,Redshift,Spectrum queries
Data-Science,ps-0f30230,GCP,2026-04,0.0,0.0,28665318,343.31,Pub/Sub,Log forwarding
Data-Science,fs-0127555,GCP,2026-04,552.7,15.7,37191873,394.7,Firestore,Session store
DevOps-Central,ec-03f6896,AWS,2026-04,756.3,0.0,0,530.97,ElastiCache,Redis production cluster
DevOps-Central,vm-00dc778,AZURE,2026-04,693.1,0.0,0,1199.71,Virtual Machines,E4s v3 SIEM collector
Production-Main,sentinel-10d5584,AZURE,2026-04,0.0,0.0,73724939,1808.35,Microsoft Sentinel,SIEM detection
Production-Secondary,sqs-08b9775,AWS,2026-04,0.0,0.0,20185209,10.23,SQS,Event notification queue
Production-Secondary,elb-0fae581,AWS,2026-04,525.0,0.0,38166339,228.03,ELB,Network load balancer
Customer-Portal,vm-0db6424,AZURE,2026-04,496.7,0.0,0,871.36,Virtual Machines,E4s v3 SIEM collector
Analytics-Platform,eh-0929123,AZURE,2026-04,452.6,0.0,19058247,194.78,Event Hubs,Standard throughput units
Security-Ops,ecs-0f2a294,AWS,2026-04,152.1,0.0,0,280.56,ECS,Fargate batch cluster
Partner-Integration,sm-0b57782,AWS,2026-04,0.0,0.0,1267741,4.95,Secrets Manager,Application secrets
Edge-Network,gcs-0cd2232,GCP,2026-04,0.0,16980.7,5593706,478.28,Cloud Storage,Data lake bucket
Shared-Services,sb-0606905,AZURE,2026-04,553.5,0.0,7583312,407.24,Service Bus,Premium messaging
IoT-Platform,cr-0729907,GCP,2026-04,438.8,0.0,1815232,547.76,Cloud Run,ETL pipeline service
Partner-Integration,azmon-058d378,AZURE,2026-04,0.0,250.9,32419671,349.13,Azure Monitor,Logs and metrics
Compliance-Audit,rds-0a00512,AWS,2026-04,1005.5,288.5,0,893.69,RDS,db.t3.large development DB
Marketing-Platform,i-0880144,AWS,2026-04,600.1,0.0,0,1660.48,EC2,c5.2xlarge HPC node
Production-Main,blob-0b36257,AZURE,2026-04,0.0,2776.0,7045381,338.75,Blob Storage,Build artifacts
Internal-Tools,gcf-096c889,GCP,2026-04,0.0,0.0,1954798,28.01,Cloud Functions,Scheduled tasks
Internal-Tools,ps-0c20760,GCP,2026-04,0.0,0.0,42783499,530.39,Pub/Sub,Log forwarding
Customer-Portal,ps-0eaa382,GCP,2026-04,0.0,0.0,34695850,437.34,Pub/Sub,Log forwarding
Internal-Tools,s3-0d4d615,AWS,2026-04,0.0,36.1,18188804,115.91,S3,Static website hosting
Customer-Portal,i-09ed915,AWS,2026-04,608.7,0.0,0,520.94,EC2,t3.large application server
Partner-Integration,sb-0e5f113,AZURE,2026-04,552.3,0.0,7763514,417.16,Service Bus,Premium messaging
Customer-Portal,cosmos-0a9e872,AZURE,2026-04,868.9,62.3,18707742,579.43,Cosmos DB,Config store
Mobile-Backend,vm-0343411,AZURE,2026-04,817.6,0.0,0,1928.93,Virtual Machines,D8s v3 application server
Finance-Systems,vpn-0b15944,AWS,2026-04,836.7,0.0,0,210.1,VPN Gateway,Client VPN endpoint
Internal-Tools,vpn-02cf704,AWS,2026-04,892.5,0.0,0,421.7,VPN Gateway,Site-to-site VPN
Marketing-Platform,vai-049d843,GCP,2026-04,465.3,0.0,0,2234.51,Vertex AI,Training pipelines
Shared-Services,app-01c0794,AZURE,2026-04,833.5,0.0,0,498.23,App Service,Web app P1v3
Edge-Network,i-0324608,AWS,2026-04,743.2,0.0,0,1227.27,EC2,r5.xlarge cache server
IoT-Platform,cr-0d2c716,GCP,2026-04,445.2,0.0,1863573,557.46,Cloud Run,ETL pipeline service
Finance-Systems,app-0541727,AZURE,2026-04,868.0,0.0,0,1013.35,App Service,API app P2v3
Customer-Portal,vai-0ee8223,GCP,2026-04,187.5,0.0,0,919.37,Vertex AI,AutoML jobs
Internal-Tools,blob-0fa5145,AZURE,2026-04,0.0,2913.0,7938397,372.25,Blob Storage,Build artifacts
Internal-Tools,ebs-077e364,AWS,2026-04,0.0,470.1,0,279.12,EBS,io2 volumes database
Partner-Integration,sqldb-0be5862,AZURE,2026-04,1093.0,370.0,0,1723.51,SQL Database,Standard S3 production
Edge-Network,ps-02fc480,GCP,2026-04,0.0,0.0,19271200,239.79,Pub/Sub,Event streaming
Compliance-Audit,s3-0660837,AWS,2026-04,0.0,14261.8,2812360,478.87,S3,Data lake raw zone
IoT-Platform,csql-06b1505,GCP,2026-04,781.4,214.6,0,1209.67,Cloud SQL,PostgreSQL primary
Security-Ops,vai-05da671,GCP,2026-04,227.2,0.0,0,1102.61,Vertex AI,AutoML jobs
Data-Science,rds-0535688,AWS,2026-04,729.8,527.8,0,1921.59,RDS,db.r5.xlarge PostgreSQL primary
Marketing-Platform,nat-01de756,AWS,2026-04,486.5,0.0,0,108.74,NAT Gateway,Staging VPC NAT
DR-Recovery,eh-09d6470,AZURE,2026-04,0.0,467.4,0,109.92,Event Hubs,Capture to storage
DevOps-Central,redis-055b854,AZURE,2026-04,771.5,0.0,0,932.8,Azure Cache for Redis,Premium P1 cache
Production-Main,vm-0d79829,AZURE,2026-04,382.8,0.0,0,3315.84,Virtual Machines,NC6s v3 GPU VM
Internal-Tools,cosmos-02a2437,AZURE,2026-04,819.8,116.3,28785160,1031.18,Cosmos DB,Event store
Production-Main,aks-107b512,AZURE,2026-04,1184.0,0.0,0,1792.03,AKS,Staging K8s cluster
Production-Main,i-0010646,AWS,2026-04,748.0,0.0,0,635.02,EC2,m5.large monitoring server
Staging-Env,vai-10e1569,GCP,2026-04,497.7,0.0,0,2489.77,Vertex AI,Training pipelines
Marketing-Platform,sqs-0be6230,AWS,2026-04,0.0,0.0,497642,0.24,SQS,Dead letter queue
Data-Science,csp-0805807,GCP,2026-04,492.1,71.2,34238951,3034.63,Cloud Spanner,Global transaction DB
Production-Secondary,sqldb-118a991,AZURE,2026-04,449.6,153.5,0,712.9,SQL Database,Standard S3 production
Staging-Env,bq-109e582,GCP,2026-04,0.0,5824.9,0,2185.18,BigQuery,Log analytics
Data-Science,gke-0cd6991,GCP,2026-04,2801.8,0.0,0,5436.12,GKE,GPU node pool
Customer-Portal,azmon-0d29230,AZURE,2026-04,0.0,190.5,25385116,261.73,Azure Monitor,Logs and metrics
Mobile-Backend,azmon-0dc6635,AZURE,2026-04,0.0,263.0,32487231,352.41,Azure Monitor,Logs and metrics
Production-Secondary,sb-0d13494,AZURE,2026-04,747.4,0.0,10032918,539.21,Service Bus,Premium messaging
Production-Secondary,redis-0875552,AZURE,2026-04,717.0,0.0,0,849.6,Azure Cache for Redis,Premium P1 cache
Partner-Integration,sqldb-0577751,AZURE,2026-04,818.3,290.0,0,1377.1,SQL Database,Standard S3 production
DR-Recovery,appi-0faf736,AZURE,2026-04,0.0,0.0,21515703,261.3,Application Insights,Custom metrics
DevOps-Central,ebs-0eed939,AWS,2026-04,0.0,490.5,0,290.49,EBS,io2 volumes database
Customer-Portal,cr-1095673,GCP,2026-04,475.1,0.0,1916885,586.49,Cloud Run,ETL pipeline service
Security-Ops,bq-0c67516,GCP,2026-04,0.0,1898.2,0,732.09,BigQuery,Data export queries
Marketing-Platform,rds-0f55476,AWS,2026-04,928.8,646.9,0,2253.31,RDS,db.r5.xlarge PostgreSQL primary
Security-Ops,lam-0777578,AWS,2026-04,0.0,0.0,23538876,161.5,Lambda,Data transformer
Finance-Systems,cosmos-05bd564,AZURE,2026-04,472.9,136.2,26563692,1043.86,Cosmos DB,User data store
Staging-Env,cdns-0b0c213,GCP,2026-04,0.0,0.0,16654842,23.96,Cloud DNS,DNS zones
Internal-Tools,gke-10e2100,GCP,2026-04,526.7,0.0,0,1550.84,GKE,Production API cluster
Partner-Integration,ddb-040d764,AWS,2026-04,942.1,134.9,195094554,1425.97,DynamoDB,Cache table
Finance-Systems,cosmos-0bc5468,AZURE,2026-04,384.5,106.7,21303115,826.49,Cosmos DB,User data store
Production-Secondary,sqldb-0afe717,AZURE,2026-04,395.2,143.5,0,665.38,SQL Database,Standard S3 production
IoT-Platform,gke-0dce191,GCP,2026-04,667.1,0.0,0,1936.06,GKE,Production API cluster
Edge-Network,sns-0686722,AWS,2026-04,0.0,0.0,11765062,5.61,SNS,Alert notifications
Production-Secondary,sqldb-0d9f715,AZURE,2026-04,443.2,152.3,0,716.49,SQL Database,Standard S3 production
Partner-Integration,rs-092a741,AWS,2026-04,717.9,2026.5,0,3688.49,Redshift,Data warehouse cluster
DevOps-Central,blob-0a8f732,AZURE,2026-04,0.0,4380.1,0,425.83,Blob Storage,Security audit logs
DevOps-Central,sqldb-0d3e220,AZURE,2026-04,620.2,218.0,0,1025.75,SQL Database,Standard S3 production
Compliance-Audit,ses-077a783,AWS,2026-04,0.0,0.0,1537441,1.78,SES,Transactional email
Shared-Services,vm-05f4840,AZURE,2026-04,794.7,0.0,0,943.31,Virtual Machines,D4s v3 CI runner
Edge-Network,gke-066d574,GCP,2026-04,732.1,0.0,0,2198.12,GKE,Production API cluster
Internal-Tools,lam-02c8433,AWS,2026-04,0.0,0.0,22429135,152.94,Lambda,Data transformer
Internal-Tools,mem-0e40840,GCP,2026-04,589.7,0.0,0,411.51,Memorystore,Redis production cache
Data-Science,gcf-058c752,GCP,2026-04,0.0,0.0,8617121,131.46,Cloud Functions,Auth handlers
ML-Training,ec-0a90713,AWS,2026-04,921.4,0.0,0,659.95,ElastiCache,Redis production cluster
Customer-Portal,cosmos-0254162,AZURE,2026-04,600.9,85.2,20406111,760.76,Cosmos DB,Event store
Internal-Tools,gcf-05f0371,GCP,2026-04,0.0,0.0,8866313,127.38,Cloud Functions,Auth handlers
Internal-Tools,elb-0cc9306,AWS,2026-04,491.9,0.0,21520135,148.98,ELB,Application load balancer
Internal-Tools,appi-029f352,AZURE,2026-04,0.0,0.0,15796259,194.8,Application Insights,Custom metrics
Data-Science,i-078f171,AWS,2026-04,338.9,0.0,0,996.84,EC2,c5.2xlarge HPC node
Security-Ops,bq-074c856,GCP,2026-04,0.0,8309.9,0,3188.49,BigQuery,Analytics data warehouse
Internal-Tools,s3-05e0714,AWS,2026-04,0.0,5839.6,55300,130.02,S3,Backup storage bucket
Edge-Network,kin-115a265,AWS,2026-04,498.1,0.0,14068933,200.05,Kinesis,Firehose delivery
Shared-Services,cosmos-05d3731,AZURE,2026-04,499.6,74.7,18163628,658.47,Cosmos DB,Event store
Edge-Network,ecs-0bcd990,AWS,2026-04,266.8,0.0,0,491.6,ECS,Fargate worker cluster
Edge-Network,s3-0c38314,AWS,2026-04,0.0,11567.4,115594,259.22,S3,Backup storage bucket
Partner-Integration,cdns-03b4991,GCP,2026-04,0.0,0.0,14652065,21.92,Cloud DNS,DNS zones
ML-Training,rds-0967983,AWS,2026-04,557.4,652.1,0,1292.39,RDS,db.m5.xlarge analytics DB
Partner-Integration,s3-06f7590,AWS,2026-04,0.0,8124.5,495977,195.31,S3,Log archive bucket
QA-Testing,elb-0846481,AWS,2026-04,714.9,0.0,29145875,211.14,ELB,Application load balancer
Internal-Tools,ps-0d1d253,GCP,2026-04,0.0,0.0,18388899,224.56,Pub/Sub,Data pipeline
Production-Secondary,ps-0d00639,GCP,2026-04,0.0,0.0,12278260,145.56,Pub/Sub,Data pipeline
Internal-Tools,gcs-085a603,GCP,2026-04,0.0,399.4,6269216,71.64,Cloud Storage,Temp processing bucket
Staging-Env,ps-0941340,GCP,2026-04,0.0,0.0,11042692,137.12,Pub/Sub,Data pipeline
Edge-Network,sns-0459907,AWS,2026-04,0.0,0.0,10486224,5.25,SNS,Alert notifications
Data-Science,i-08de409,AWS,2026-04,490.9,0.0,0,846.57,EC2,r5.xlarge cache server
Shared-Services,vm-0446739,AZURE,2026-04,659.6,0.0,0,797.29,Virtual Machines,D4s v3 CI runner
Compliance-Audit,ec-10e5547,AWS,2026-04,638.4,0.0,0,459.61,ElastiCache,Redis production cluster
ML-Training,i-0b4c167,AWS,2026-04,804.2,0.0,0,1345.95,EC2,m5.xlarge web server
Security-Ops,sqs-0a52870,AWS,2026-04,0.0,0.0,37245439,18.43,SQS,Event notification queue
Data-Science,gcf-10cd207,GCP,2026-04,0.0,0.0,17140244,256.03,Cloud Functions,Pub/Sub processors
Partner-Integration,appi-097e230,AZURE,2026-04,0.0,0.0,63714721,777.33,Application Insights,APM telemetry
Analytics-Platform,csp-00b4295,GCP,2026-04,697.1,98.2,47176396,4154.51,Cloud Spanner,Global transaction DB
Production-Main,sentinel-0036541,AZURE,2026-04,0.0,0.0,70087487,1713.65,Microsoft Sentinel,SIEM detection
Internal-Tools,lam-02cc497,AWS,2026-04,0.0,0.0,2487874,17.12,Lambda,Webhook processor
Customer-Portal,eh-0699582,AZURE,2026-04,0.0,508.9,0,122.95,Event Hubs,Capture to storage
Staging-Env,gcf-0773719,GCP,2026-04,0.0,0.0,11125911,167.03,Cloud Functions,Data triggers
Customer-Portal,bq-0e8c121,GCP,2026-04,0.0,967.9,0,368.85,BigQuery,Data export queries
Production-Main,r53-0d5a947,AWS,2026-04,0.0,0.0,13523270,19.87,Route 53,Health checks
Internal-Tools,s3-0e38705,AWS,2026-04,0.0,3459.4,1672931,124.0,S3,Analytics export bucket
Production-Secondary,fs-1006849,GCP,2026-04,917.4,67.4,39241318,517.11,Firestore,User profiles DB
Production-Secondary,redis-0609368,AZURE,2026-04,827.2,0.0,0,1009.84,Azure Cache for Redis,Premium P1 cache
Production-Secondary,clog-0f4a330,GCP,2026-04,0.0,460.2,0,110.23,Cloud Logging,Application logs
Edge-Network,vpn-0a43272,AWS,2026-04,664.1,0.0,0,162.59,VPN Gateway,Client VPN endpoint
ML-Training,lam-0372889,AWS,2026-04,0.0,0.0,38216434,267.53,Lambda,API gateway handler
ML-Training,kin-0b4b498,AWS,2026-04,608.5,0.0,25542098,365.16,Kinesis,Data stream ingestion
Staging-Env,gcs-0103697,GCP,2026-04,0.0,1951.4,950099,281.71,Cloud Storage,Model artifacts
Staging-Env,fs-07ac747,GCP,2026-04,452.4,13.4,32910290,325.71,Firestore,Session store
Production-Secondary,blob-005c665,AZURE,2026-04,0.0,7100.0,2638268,355.62,Blob Storage,Data lake storage
Finance-Systems,elb-0452249,AWS,2026-04,531.8,0.0,7392210,106.0,ELB,Classic load balancer
Security-Ops,sm-045e298,AWS,2026-04,0.0,0.0,1028546,4.03,Secrets Manager,Application secrets
Staging-Env,gcs-1174757,GCP,2026-04,0.0,15469.3,37618,151.93,Cloud Storage,Archive bucket
ML-Training,lam-0d73769,AWS,2026-04,0.0,0.0,10883756,75.11,Lambda,Notification dispatcher
Security-Ops,vm-0160506,AZURE,2026-04,611.6,0.0,0,2220.52,Virtual Machines,E8s v3 memory-optimized
Finance-Systems,csql-0f2e549,GCP,2026-04,678.4,189.9,0,804.99,Cloud SQL,PostgreSQL replica
Marketing-Platform,rs-0ba2171,AWS,2026-04,371.0,1104.3,0,1906.37,Redshift,Data warehouse cluster
