Account_Name,Resource_ID,Cloud_Provider,Billing_Period,Compute_Hours,Storage_GB_Used,API_Requests,Total_Charge,Service_Name,Description
ML-Training,ebs-094c540,AWS,2026-05,0.0,672.1,0,403.81,EBS,io2 volumes database
Finance-Systems,cr-0b2a572,GCP,2026-05,594.4,0.0,2470999,772.63,Cloud Run,ETL pipeline service
QA-Testing,ses-0bb1203,AWS,2026-05,0.0,0.0,2611139,3.17,SES,Transactional email
DevOps-Central,kin-0afa513,AWS,2026-05,887.2,0.0,24007115,343.64,Kinesis,Firehose delivery
Finance-Systems,elb-0dfb753,AWS,2026-05,870.7,0.0,59413230,372.36,ELB,Network load balancer
Internal-Tools,ps-02e5404,GCP,2026-05,0.0,0.0,45850337,577.24,Pub/Sub,Log forwarding
Finance-Systems,fd-115e311,AZURE,2026-05,0.0,0.0,50215423,371.54,Front Door,Global load balancer
Security-Ops,ec-1071526,AWS,2026-05,603.2,0.0,0,220.13,ElastiCache,Redis staging cluster
Security-Ops,cdns-10ba243,GCP,2026-05,0.0,0.0,24009706,35.63,Cloud DNS,DNS zones
Shared-Services,cosmos-0afb701,AZURE,2026-05,626.8,88.9,21329369,803.76,Cosmos DB,Event store
Customer-Portal,clog-082d219,GCP,2026-05,0.0,500.4,0,121.35,Cloud Logging,Application logs
Finance-Systems,s3-0ffa665,AWS,2026-05,0.0,5073.7,7931249,366.37,S3,Media content bucket
Finance-Systems,appi-0409195,AZURE,2026-05,0.0,0.0,47921367,596.51,Application Insights,APM telemetry
Partner-Integration,blob-03ad516,AZURE,2026-05,0.0,12624.3,126170,379.69,Blob Storage,Backup storage
DevOps-Central,vm-00de137,AZURE,2026-05,569.7,0.0,0,5012.18,Virtual Machines,NC6s v3 GPU VM
Marketing-Platform,rds-09c8470,AWS,2026-05,972.0,681.2,0,2453.87,RDS,db.r5.xlarge PostgreSQL primary
Internal-Tools,elb-05c6198,AWS,2026-05,1041.7,0.0,14375582,204.99,ELB,Classic load balancer
Partner-Integration,gcs-0ac7974,GCP,2026-05,0.0,15379.3,37856,149.5,Cloud Storage,Archive bucket
ML-Training,kin-036d547,AWS,2026-05,815.8,0.0,34143287,503.83,Kinesis,Data stream ingestion
Compliance-Audit,ec-0ebf584,AWS,2026-05,558.0,0.0,0,394.68,ElastiCache,Redis production cluster
Partner-Integration,cf-08c7521,AWS,2026-05,0.0,0.0,38533606,185.59,CloudFront,CDN API distribution
Mobile-Backend,sqldb-034a278,AZURE,2026-05,862.4,306.5,0,1414.88,SQL Database,Standard S3 production
Shared-Services,appi-01b5631,AZURE,2026-05,0.0,0.0,25412775,311.08,Application Insights,Custom metrics
Internal-Tools,s3-0d89977,AWS,2026-05,0.0,3920.4,6244107,289.93,S3,Media content bucket
Analytics-Platform,csql-0c47529,GCP,2026-05,568.8,399.6,0,1139.94,Cloud SQL,MySQL analytics
Marketing-Platform,lam-01cd667,AWS,2026-05,0.0,0.0,20150715,139.66,Lambda,Data transformer
Shared-Services,vm-0a13145,AZURE,2026-05,680.2,0.0,0,2433.01,Virtual Machines,E8s v3 memory-optimized
Mobile-Backend,vm-0346435,AZURE,2026-05,867.7,0.0,0,1210.47,Virtual Machines,F4s v2 compute node
Finance-Systems,func-0f8a387,AZURE,2026-05,0.0,0.0,5882435,88.28,Azure Functions,API handlers
Production-Secondary,redis-1100231,AZURE,2026-05,775.6,0.0,0,940.25,Azure Cache for Redis,Premium P1 cache
Partner-Integration,sm-1004542,AWS,2026-05,0.0,0.0,1236529,4.75,Secrets Manager,Application secrets
Partner-Integration,sb-0cac510,AZURE,2026-05,622.9,0.0,8592618,460.39,Service Bus,Premium messaging
Customer-Portal,s3-0739784,AWS,2026-05,0.0,17431.8,3468958,613.88,S3,Data lake raw zone
Data-Science,fs-0490914,GCP,2026-05,553.3,15.4,38096935,395.68,Firestore,Session store
Marketing-Platform,i-01e8508,AWS,2026-05,650.4,0.0,0,1126.26,EC2,r5.xlarge cache server
Data-Science,csql-0648221,GCP,2026-05,768.4,541.2,0,1525.28,Cloud SQL,MySQL analytics
Shared-Services,gcs-042a567,GCP,2026-05,0.0,3706.8,3697560,263.24,Cloud Storage,Media assets bucket
Security-Ops,bq-053b223,GCP,2026-05,0.0,7671.8,0,2946.17,BigQuery,Analytics data warehouse
Edge-Network,eks-0321899,AWS,2026-05,547.3,0.0,0,1621.26,EKS,Production K8s cluster
Finance-Systems,s3-055a789,AWS,2026-05,0.0,1154.9,2258437,97.76,S3,Artifact storage
Internal-Tools,ec-0419804,AWS,2026-05,530.1,0.0,0,384.06,ElastiCache,Redis production cluster
Mobile-Backend,aks-0339617,AZURE,2026-05,379.1,0.0,0,564.46,AKS,Dev K8s cluster
QA-Testing,lam-099e683,AWS,2026-05,0.0,0.0,2701576,19.16,Lambda,Webhook processor
ML-Training,lam-10da892,AWS,2026-05,0.0,0.0,10162185,72.13,Lambda,Notification dispatcher
Shared-Services,eh-0962257,AZURE,2026-05,0.0,664.1,0,163.78,Event Hubs,Capture to storage
Marketing-Platform,gke-0f28289,GCP,2026-05,1739.9,0.0,0,3523.94,GKE,ML training cluster
Mobile-Backend,sb-0e69292,AZURE,2026-05,0.0,0.0,15750148,38.02,Service Bus,Standard messaging
IoT-Platform,csp-0c02813,GCP,2026-05,894.5,125.1,62047262,5326.17,Cloud Spanner,Global transaction DB
Production-Main,ecs-001e666,AWS,2026-05,480.1,0.0,0,887.39,ECS,Fargate API cluster
Production-Secondary,r53-0e61207,AWS,2026-05,0.0,0.0,8564858,12.66,Route 53,Health checks
Customer-Portal,gcf-026f655,GCP,2026-05,0.0,0.0,11656025,177.62,Cloud Functions,Data triggers
ML-Training,i-0367966,AWS,2026-05,848.8,0.0,0,1469.29,EC2,m5.xlarge web server
IoT-Platform,gcs-065a787,GCP,2026-05,0.0,11159.3,3632820,323.22,Cloud Storage,Data lake bucket
Internal-Tools,sentinel-02a0411,AZURE,2026-05,0.0,0.0,73152641,1836.06,Microsoft Sentinel,SIEM detection
Customer-Portal,ses-0825680,AWS,2026-05,0.0,0.0,637609,0.76,SES,Marketing email
Internal-Tools,ebs-0b3f304,AWS,2026-05,0.0,1471.7,0,184.9,EBS,gp3 volumes production
Data-Science,ses-014a460,AWS,2026-05,0.0,0.0,2131934,2.56,SES,Transactional email
Analytics-Platform,gcs-0597249,GCP,2026-05,0.0,1954.3,942985,296.24,Cloud Storage,Model artifacts
Production-Main,ecs-001d579,AWS,2026-05,329.5,0.0,0,592.57,ECS,Fargate worker cluster
Marketing-Platform,sm-07dd433,AWS,2026-05,0.0,0.0,938161,3.8,Secrets Manager,Application secrets
Partner-Integration,blob-03ac316,AZURE,2026-05,0.0,1580.6,3928662,254.2,Blob Storage,Media content
Production-Secondary,r53-10c5816,AWS,2026-05,0.0,0.0,7212347,10.5,Route 53,Health checks
Edge-Network,ecs-0fc0400,AWS,2026-05,394.9,0.0,0,696.67,ECS,Fargate API cluster
ML-Training,rs-0942720,AWS,2026-05,0.0,0.0,4629919,232.48,Redshift,Spectrum queries
Analytics-Platform,gcs-00a4800,GCP,2026-05,0.0,1751.5,868480,261.38,Cloud Storage,Model artifacts
Partner-Integration,cf-08ff891,AWS,2026-05,0.0,0.0,36806998,181.19,CloudFront,CDN API distribution
Staging-Env,gcs-06a3232,GCP,2026-05,0.0,12063.5,4061625,354.35,Cloud Storage,Data lake bucket
Internal-Tools,sentinel-0a7f164,AZURE,2026-05,0.0,0.0,32081693,795.19,Microsoft Sentinel,Log analytics
Security-Ops,mem-07e0582,GCP,2026-05,539.8,0.0,0,386.57,Memorystore,Redis production cache
Production-Main,cdns-0ac8252,GCP,2026-05,0.0,0.0,14602546,22.09,Cloud DNS,DNS zones
Analytics-Platform,redis-0829391,AZURE,2026-05,443.3,0.0,0,545.7,Azure Cache for Redis,Premium P1 cache
Production-Main,r53-0a68605,AWS,2026-05,0.0,0.0,12089786,17.36,Route 53,Health checks
Finance-Systems,rds-08ea254,AWS,2026-05,517.7,724.8,0,2265.45,RDS,db.r5.2xlarge Aurora cluster
Customer-Portal,eh-0e73541,AZURE,2026-05,0.0,583.1,0,145.26,Event Hubs,Capture to storage
Shared-Services,func-091a460,AZURE,2026-05,0.0,0.0,10469302,157.51,Azure Functions,API handlers
Marketing-Platform,cdns-051c997,GCP,2026-05,0.0,0.0,15499589,23.47,Cloud DNS,DNS zones
Finance-Systems,gcf-0802515,GCP,2026-05,0.0,0.0,2569088,38.28,Cloud Functions,Scheduled tasks
Finance-Systems,csql-0233402,GCP,2026-05,794.7,539.8,0,1549.47,Cloud SQL,MySQL analytics
Customer-Portal,vm-116f206,AZURE,2026-05,569.6,0.0,0,997.34,Virtual Machines,E4s v3 SIEM collector
Customer-Portal,vm-0d1f996,AZURE,2026-05,522.2,0.0,0,308.63,Virtual Machines,D2s v3 utility server
Compliance-Audit,ses-0381310,AWS,2026-05,0.0,0.0,1482141,1.77,SES,Transactional email
Finance-Systems,gcf-0e59594,GCP,2026-05,0.0,0.0,13121893,200.35,Cloud Functions,Data triggers
Analytics-Platform,vai-00ad706,GCP,2026-05,587.7,0.0,0,2873.23,Vertex AI,Training pipelines
Compliance-Audit,rs-07a8173,AWS,2026-05,0.0,0.0,5152329,251.16,Redshift,Spectrum queries
Edge-Network,bq-0fd3223,GCP,2026-05,0.0,3990.5,0,1544.95,BigQuery,Log analytics
Production-Secondary,sqldb-0917961,AZURE,2026-05,399.3,143.9,0,666.07,SQL Database,Standard S3 production
Production-Secondary,redis-0063919,AZURE,2026-05,880.0,0.0,0,451.17,Azure Cache for Redis,Standard C2 cache
Security-Ops,ecs-0ba6598,AWS,2026-05,159.3,0.0,0,287.77,ECS,Fargate batch cluster
ML-Training,i-0c81746,AWS,2026-05,633.8,0.0,0,528.43,EC2,m5.large monitoring server
Partner-Integration,appi-03a3584,AZURE,2026-05,0.0,0.0,52111712,654.7,Application Insights,APM telemetry
Shared-Services,func-042c439,AZURE,2026-05,0.0,0.0,10503286,157.14,Azure Functions,API handlers
Security-Ops,gke-0bdc440,GCP,2026-05,2515.0,0.0,0,4992.25,GKE,ML training cluster
Customer-Portal,cf-028b887,AWS,2026-05,0.0,0.0,26872381,133.8,CloudFront,CDN static assets
Edge-Network,ebs-072d290,AWS,2026-05,0.0,675.0,0,83.61,EBS,gp3 volumes production
IoT-Platform,cdns-0350687,GCP,2026-05,0.0,0.0,14096530,20.45,Cloud DNS,DNS zones
Security-Ops,vai-016e746,GCP,2026-05,233.2,0.0,0,1140.11,Vertex AI,AutoML jobs
Customer-Portal,sb-0d6e915,AZURE,2026-05,0.0,0.0,14917474,37.64,Service Bus,Standard messaging
Production-Secondary,blob-0da3800,AZURE,2026-05,0.0,2632.5,6942251,341.13,Blob Storage,Build artifacts
Production-Secondary,sqldb-0655765,AZURE,2026-05,490.8,177.5,0,824.12,SQL Database,Standard S3 production
Shared-Services,sb-0d2f609,AZURE,2026-05,522.8,0.0,7406440,409.86,Service Bus,Premium messaging
Mobile-Backend,sqs-0865398,AWS,2026-05,0.0,0.0,326914,0.16,SQS,Dead letter queue
Staging-Env,clog-00fe878,GCP,2026-05,0.0,271.4,0,65.67,Cloud Logging,Audit logs
Finance-Systems,cr-08b8136,GCP,2026-05,607.0,0.0,2455540,756.48,Cloud Run,ETL pipeline service
Finance-Systems,gcf-0668150,GCP,2026-05,0.0,0.0,13374852,195.67,Cloud Functions,Data triggers
Production-Secondary,ps-07e1546,GCP,2026-05,0.0,0.0,13005064,158.57,Pub/Sub,Data pipeline
Partner-Integration,sb-103f867,AZURE,2026-05,587.2,0.0,8033655,427.17,Service Bus,Premium messaging
Customer-Portal,ses-1122543,AWS,2026-05,0.0,0.0,2515148,3.06,SES,Transactional email
Data-Science,gcs-069a980,GCP,2026-05,0.0,449.6,7315499,81.77,Cloud Storage,Temp processing bucket
Staging-Env,gcs-0a2c640,GCP,2026-05,0.0,10495.0,3489539,299.85,Cloud Storage,Data lake bucket
Staging-Env,fs-0c85106,GCP,2026-05,804.1,55.7,33830484,446.64,Firestore,User profiles DB
Marketing-Platform,ddb-0f43677,AWS,2026-05,521.0,7.3,3673803,63.32,DynamoDB,Config store table
Marketing-Platform,sqs-0b48223,AWS,2026-05,0.0,0.0,525275,0.25,SQS,Dead letter queue
Security-Ops,bq-10ec881,GCP,2026-05,0.0,1777.6,0,681.28,BigQuery,Data export queries
Partner-Integration,ps-03c2959,GCP,2026-05,0.0,0.0,32879421,412.51,Pub/Sub,Event streaming
Internal-Tools,vm-029d382,AZURE,2026-05,553.3,0.0,0,167.25,Virtual Machines,B2s development VM
Customer-Portal,vpn-0e39121,AWS,2026-05,755.4,0.0,0,191.09,VPN Gateway,Client VPN endpoint
Compliance-Audit,rds-116e550,AWS,2026-05,1072.4,758.7,0,2061.51,RDS,db.r5.large PostgreSQL replica
Customer-Portal,gcf-026c850,GCP,2026-05,0.0,0.0,19738784,288.41,Cloud Functions,Pub/Sub processors
Finance-Systems,rds-023d564,AWS,2026-05,875.2,619.1,0,1685.96,RDS,db.r5.large PostgreSQL replica
Data-Science,gcf-0116331,GCP,2026-05,0.0,0.0,1528437,22.09,Cloud Functions,Scheduled tasks
QA-Testing,elb-0d3a401,AWS,2026-05,671.0,0.0,9344768,134.97,ELB,Classic load balancer
DR-Recovery,azmon-07f2353,AZURE,2026-05,0.0,275.0,35983319,386.52,Azure Monitor,Logs and metrics
Finance-Systems,func-021c663,AZURE,2026-05,0.0,0.0,5433138,78.35,Azure Functions,API handlers
DevOps-Central,sqldb-00e4234,AZURE,2026-05,618.0,209.8,0,987.86,SQL Database,Standard S3 production
Marketing-Platform,mem-082f478,GCP,2026-05,418.3,0.0,0,301.39,Memorystore,Redis staging cache
Customer-Portal,fd-0efe463,AZURE,2026-05,0.0,0.0,61743990,461.23,Front Door,Global load balancer
Marketing-Platform,vai-052f464,GCP,2026-05,346.2,0.0,0,1695.78,Vertex AI,AutoML jobs
Staging-Env,vai-0486756,GCP,2026-05,484.8,0.0,0,2404.59,Vertex AI,Training pipelines
Production-Secondary,csql-008d254,GCP,2026-05,508.3,144.9,0,833.56,Cloud SQL,PostgreSQL primary
Internal-Tools,ec-0cbe439,AWS,2026-05,530.8,0.0,0,378.35,ElastiCache,Redis production cluster
Internal-Tools,gcf-02d9518,GCP,2026-05,0.0,0.0,2179463,32.27,Cloud Functions,Scheduled tasks
Partner-Integration,sqs-0654966,AWS,2026-05,0.0,0.0,24609586,12.12,SQS,Event notification queue
Compliance-Audit,ecs-0daa871,AWS,2026-05,428.6,0.0,0,789.31,ECS,Fargate worker cluster
Data-Science,cr-06f2731,GCP,2026-05,572.9,0.0,2369513,746.74,Cloud Run,ETL pipeline service
Data-Science,i-0f62656,AWS,2026-05,437.3,0.0,0,753.16,EC2,r5.xlarge cache server
Compliance-Audit,rds-08cd532,AWS,2026-05,340.4,95.3,0,393.62,RDS,db.t3.medium MySQL staging
Internal-Tools,blob-1061535,AZURE,2026-05,0.0,6470.4,0,612.86,Blob Storage,Security audit logs
Production-Main,s3-050b772,AWS,2026-05,0.0,9141.5,562007,225.85,S3,Log archive bucket
Shared-Services,func-0c05155,AZURE,2026-05,0.0,0.0,9067895,132.91,Azure Functions,Event processors
Shared-Services,appi-05e6663,AZURE,2026-05,0.0,0.0,39743018,504.3,Application Insights,APM telemetry
Staging-Env,fs-07a2116,GCP,2026-05,1121.9,76.9,46604542,631.18,Firestore,User profiles DB
Data-Science,rds-08d7648,AWS,2026-05,786.6,563.3,0,2030.43,RDS,db.r5.xlarge PostgreSQL primary
Data-Science,i-1072168,AWS,2026-05,591.4,0.0,0,494.05,EC2,m5.large monitoring server
Internal-Tools,s3-0c32773,AWS,2026-05,0.0,6718.7,68888,156.96,S3,Backup storage bucket
ML-Training,sns-0a08133,AWS,2026-05,0.0,0.0,8903450,4.42,SNS,Alert notifications
Internal-Tools,cr-108f960,GCP,2026-05,999.2,0.0,20990928,1497.16,Cloud Run,API gateway service
Production-Secondary,aks-1097469,AZURE,2026-05,456.7,0.0,0,2026.82,AKS,Production K8s cluster
Customer-Portal,blob-0a49959,AZURE,2026-05,0.0,5410.6,0,516.26,Blob Storage,Security audit logs
Internal-Tools,blob-029b273,AZURE,2026-05,0.0,5626.2,0,562.55,Blob Storage,Security audit logs
Production-Secondary,app-0bcc721,AZURE,2026-05,636.3,0.0,0,95.4,App Service,Web app B1
Production-Secondary,sqldb-0f87366,AZURE,2026-05,448.3,152.7,0,741.13,SQL Database,Standard S3 production
Production-Main,gcs-09ac843,GCP,2026-05,0.0,24279.2,58537,233.83,Cloud Storage,Archive bucket
Security-Ops,bq-0d35102,GCP,2026-05,0.0,6969.2,0,2749.51,BigQuery,Analytics data warehouse
Production-Main,ecs-074b718,AWS,2026-05,356.3,0.0,0,628.71,ECS,Fargate worker cluster
Production-Secondary,fs-0460277,GCP,2026-05,866.8,60.4,35074319,481.27,Firestore,User profiles DB
Production-Main,redis-0e3f197,AZURE,2026-05,801.8,0.0,0,962.51,Azure Cache for Redis,Premium P1 cache
Production-Secondary,blob-0944504,AZURE,2026-05,0.0,11092.3,107807,327.68,Blob Storage,Backup storage
Partner-Integration,rds-071b467,AWS,2026-05,391.5,111.3,0,465.99,RDS,db.t3.medium MySQL staging
Customer-Portal,vpn-0282677,AWS,2026-05,915.6,0.0,0,228.1,VPN Gateway,Client VPN endpoint
Staging-Env,bq-08e2660,GCP,2026-05,0.0,1466.3,0,577.78,BigQuery,BI reporting views
DevOps-Central,ec-1050337,AWS,2026-05,756.6,0.0,0,544.35,ElastiCache,Redis production cluster
IoT-Platform,bq-0acc903,GCP,2026-05,0.0,2873.1,0,1117.72,BigQuery,BI reporting views
Customer-Portal,vm-025c560,AZURE,2026-05,509.2,0.0,0,933.55,Virtual Machines,E4s v3 SIEM collector
Production-Main,s3-10fa940,AWS,2026-05,0.0,9684.2,583249,239.07,S3,Log archive bucket
Internal-Tools,s3-05e5658,AWS,2026-05,0.0,7310.5,457179,184.14,S3,Log archive bucket
Data-Science,sm-0142508,AWS,2026-05,0.0,0.0,1214176,4.74,Secrets Manager,Application secrets
Edge-Network,sns-06be252,AWS,2026-05,0.0,0.0,10389817,5.1,SNS,Alert notifications
Production-Secondary,s3-0076278,AWS,2026-05,0.0,1168.7,2279637,99.09,S3,Artifact storage
Marketing-Platform,cdns-0b8a679,GCP,2026-05,0.0,0.0,13468698,19.46,Cloud DNS,DNS zones
Shared-Services,app-04bc337,AZURE,2026-05,964.5,0.0,0,576.99,App Service,Web app P1v3
Marketing-Platform,rds-0d1a186,AWS,2026-05,589.0,413.7,0,1159.74,RDS,db.r5.large PostgreSQL replica
Mobile-Backend,vm-0344813,AZURE,2026-05,886.7,0.0,0,1070.87,Virtual Machines,D4s v3 CI runner
Partner-Integration,rds-042d472,AWS,2026-05,431.6,119.0,0,505.41,RDS,db.t3.medium MySQL staging
Partner-Integration,rs-04c5955,AWS,2026-05,0.0,0.0,5065756,247.1,Redshift,Spectrum queries
Data-Science,gcf-0ecd801,GCP,2026-05,0.0,0.0,9463714,135.38,Cloud Functions,Auth handlers
Customer-Portal,ebs-06c4378,AWS,2026-05,0.0,570.6,0,354.03,EBS,io2 volumes database
Security-Ops,vai-0604556,GCP,2026-05,272.9,0.0,0,1356.29,Vertex AI,AutoML jobs
Security-Ops,vai-03f8402,GCP,2026-05,253.5,0.0,0,1247.24,Vertex AI,AutoML jobs
Partner-Integration,cf-0e49841,AWS,2026-05,0.0,0.0,38495684,187.18,CloudFront,CDN API distribution
Compliance-Audit,i-0810870,AWS,2026-05,829.2,0.0,0,711.18,EC2,m5.large monitoring server
Marketing-Platform,i-0860850,AWS,2026-05,522.5,0.0,0,1752.23,EC2,r5.2xlarge database server
Mobile-Backend,acr-1172245,AZURE,2026-05,0.0,230.1,454443,153.52,Container Registry,Docker image registry
Staging-Env,gcf-00f8446,GCP,2026-05,0.0,0.0,2565546,39.39,Cloud Functions,Scheduled tasks
Staging-Env,vai-04ba249,GCP,2026-05,513.7,0.0,0,2471.49,Vertex AI,Training pipelines
Partner-Integration,rds-10b5322,AWS,2026-05,949.8,658.0,0,1807.02,RDS,db.r5.large PostgreSQL replica
Production-Main,cmon-0b33281,GCP,2026-05,0.0,0.0,22684659,182.02,Cloud Monitoring,Metrics and alerting
Edge-Network,gcs-1041858,GCP,2026-05,0.0,15702.0,5206429,469.14,Cloud Storage,Data lake bucket
Finance-Systems,gcs-0bce903,GCP,2026-05,0.0,11439.9,3812339,337.68,Cloud Storage,Data lake bucket
Shared-Services,sb-0506723,AZURE,2026-05,572.4,0.0,7823513,432.38,Service Bus,Premium messaging
Internal-Tools,blob-07c1390,AZURE,2026-05,0.0,3177.3,8411078,400.69,Blob Storage,Build artifacts
Marketing-Platform,vai-051e486,GCP,2026-05,583.8,0.0,6659791,1278.76,Vertex AI,Model serving endpoints
Analytics-Platform,bq-0a72102,GCP,2026-05,0.0,2764.5,0,1068.16,BigQuery,BI reporting views
Production-Secondary,blob-109a113,AZURE,2026-05,0.0,6953.0,2579479,365.99,Blob Storage,Data lake storage
ML-Training,ebs-0ac5539,AWS,2026-05,0.0,3748.0,0,162.16,EBS,st1 volumes archive
Production-Secondary,aks-07b8164,AZURE,2026-05,476.5,0.0,0,2082.06,AKS,Production K8s cluster
Mobile-Backend,sqs-05b2924,AWS,2026-05,0.0,0.0,383781,0.19,SQS,Dead letter queue
Production-Secondary,blob-0df7960,AZURE,2026-05,0.0,2009.6,4879198,322.72,Blob Storage,Media content
Production-Main,ec-000c489,AWS,2026-05,907.5,0.0,0,631.51,ElastiCache,Redis production cluster
Compliance-Audit,ebs-0392523,AWS,2026-05,0.0,246.3,0,29.85,EBS,gp3 volumes staging
Customer-Portal,gcf-03f2528,GCP,2026-05,0.0,0.0,20195578,309.5,Cloud Functions,Pub/Sub processors
Production-Secondary,cosmos-0794762,AZURE,2026-05,561.8,76.4,19555856,706.34,Cosmos DB,Event store
Staging-Env,cmon-00f1584,GCP,2026-05,0.0,0.0,25945925,207.32,Cloud Monitoring,Metrics and alerting
Finance-Systems,blob-0e84394,AZURE,2026-05,0.0,8168.4,81270,235.51,Blob Storage,Backup storage
Finance-Systems,elb-024a650,AWS,2026-05,537.6,0.0,7419345,109.23,ELB,Classic load balancer
Staging-Env,cdns-0ede162,GCP,2026-05,0.0,0.0,15911332,23.67,Cloud DNS,DNS zones
DR-Recovery,appi-0c93294,AZURE,2026-05,0.0,0.0,14625524,182.85,Application Insights,Custom metrics
Partner-Integration,ado-1163263,AZURE,2026-05,646.9,0.0,0,324.2,Azure DevOps,Pipelines hosted
Internal-Tools,cr-0df5466,GCP,2026-05,659.1,0.0,2737149,859.82,Cloud Run,ETL pipeline service
Data-Science,gke-1160915,GCP,2026-05,4251.7,0.0,0,8320.65,GKE,GPU node pool
Marketing-Platform,clog-0441451,GCP,2026-05,0.0,493.2,0,121.81,Cloud Logging,Application logs
Compliance-Audit,sns-0767851,AWS,2026-05,0.0,0.0,16847035,8.07,SNS,Event fanout topic
Production-Main,i-0c80371,AWS,2026-05,379.8,0.0,0,1125.97,EC2,c5.2xlarge HPC node
Analytics-Platform,csql-0cc5770,GCP,2026-05,504.0,349.7,0,961.76,Cloud SQL,MySQL analytics
Data-Science,appi-014d674,AZURE,2026-05,0.0,0.0,19098523,231.09,Application Insights,Custom metrics
Marketing-Platform,rs-0dba560,AWS,2026-05,0.0,0.0,5875887,294.78,Redshift,Spectrum queries
Customer-Portal,func-025f994,AZURE,2026-05,0.0,0.0,532284,8.01,Azure Functions,Timer triggers
Security-Ops,ebs-0625274,AWS,2026-05,0.0,589.4,0,368.48,EBS,io2 volumes database
DevOps-Central,redis-0cc8842,AZURE,2026-05,702.3,0.0,0,845.94,Azure Cache for Redis,Premium P1 cache
Data-Science,csp-0f46712,GCP,2026-05,620.6,86.2,42362225,3717.13,Cloud Spanner,Global transaction DB
Shared-Services,gcs-09d5972,GCP,2026-05,0.0,531.0,8427576,96.07,Cloud Storage,Temp processing bucket
Production-Main,clog-004f676,GCP,2026-05,0.0,492.2,0,118.21,Cloud Logging,Application logs
Customer-Portal,elb-0784552,AWS,2026-05,645.0,0.0,26884490,195.68,ELB,Application load balancer
Analytics-Platform,ado-0af3187,AZURE,2026-05,0.0,113.7,0,27.87,Azure DevOps,Artifacts storage
Internal-Tools,lam-0bda239,AWS,2026-05,0.0,0.0,29759116,209.19,Lambda,API gateway handler
Internal-Tools,sqs-03fc213,AWS,2026-05,0.0,0.0,45144836,22.19,SQS,Order processing queue
Marketing-Platform,gcf-0a40516,GCP,2026-05,0.0,0.0,1868518,27.57,Cloud Functions,Scheduled tasks
Partner-Integration,ado-03a9963,AZURE,2026-05,0.0,86.4,0,21.17,Azure DevOps,Artifacts storage
IoT-Platform,fs-0928954,GCP,2026-05,1094.0,30.6,77301596,801.87,Firestore,Session store
Production-Main,app-0e07775,AZURE,2026-05,690.4,0.0,0,102.49,App Service,Web app B1
Partner-Integration,azmon-0bc1733,AZURE,2026-05,0.0,226.2,29261785,306.22,Azure Monitor,Logs and metrics
IoT-Platform,csql-10ca290,GCP,2026-05,734.7,212.7,0,903.77,Cloud SQL,PostgreSQL replica
Security-Ops,fs-054c237,GCP,2026-05,512.5,36.7,21601513,295.56,Firestore,User profiles DB
Finance-Systems,blob-0f8b380,AZURE,2026-05,0.0,2185.7,5263563,344.18,Blob Storage,Media content
Internal-Tools,blob-0573578,AZURE,2026-05,0.0,11951.1,116218,337.1,Blob Storage,Backup storage
Production-Secondary,csql-117d833,GCP,2026-05,504.4,353.1,0,945.81,Cloud SQL,MySQL analytics
Shared-Services,sb-10bc304,AZURE,2026-05,537.9,0.0,7448965,408.62,Service Bus,Premium messaging
Internal-Tools,gcs-0ff0142,GCP,2026-05,0.0,3560.7,3520128,254.09,Cloud Storage,Media assets bucket
Mobile-Backend,fd-0500920,AZURE,2026-05,0.0,0.0,43315700,328.24,Front Door,Global load balancer
Partner-Integration,bq-03bc722,GCP,2026-05,0.0,1244.2,0,482.26,BigQuery,Data export queries
Finance-Systems,s3-113d678,AWS,2026-05,0.0,66.0,32887518,214.9,S3,Static website hosting
Edge-Network,vpn-0e0d648,AWS,2026-05,711.7,0.0,0,177.16,VPN Gateway,Client VPN endpoint
Edge-Network,ecs-0c03661,AWS,2026-05,290.8,0.0,0,512.33,ECS,Fargate worker cluster
Partner-Integration,appi-1065534,AZURE,2026-05,0.0,0.0,45139363,565.04,Application Insights,APM telemetry
Production-Main,ebs-0fb8180,AWS,2026-05,0.0,615.4,0,371.43,EBS,io2 volumes database
ML-Training,rs-0727239,AWS,2026-05,0.0,0.0,3739541,182.36,Redshift,Spectrum queries
Production-Main,gcf-0048169,GCP,2026-05,0.0,0.0,14018074,210.35,Cloud Functions,Pub/Sub processors
Production-Secondary,ps-0f67350,GCP,2026-05,0.0,0.0,14607552,174.65,Pub/Sub,Data pipeline
Internal-Tools,ebs-0793510,AWS,2026-05,0.0,244.0,0,29.55,EBS,gp3 volumes staging
Internal-Tools,sqs-10ac145,AWS,2026-05,0.0,0.0,46686401,22.76,SQS,Order processing queue
Edge-Network,gcf-05e9391,GCP,2026-05,0.0,0.0,22836544,338.57,Cloud Functions,Pub/Sub processors
Finance-Systems,blob-020c758,AZURE,2026-05,0.0,3502.8,9065268,437.19,Blob Storage,Build artifacts
QA-Testing,ebs-0a44533,AWS,2026-05,0.0,1163.7,0,138.34,EBS,gp3 volumes production
Marketing-Platform,rds-0e92796,AWS,2026-05,504.6,357.0,0,990.36,RDS,db.r5.large PostgreSQL replica
Edge-Network,bq-0482941,GCP,2026-05,0.0,4970.4,0,1989.49,BigQuery,Log analytics
Staging-Env,gcs-0db0711,GCP,2026-05,0.0,18380.6,46860,185.0,Cloud Storage,Archive bucket
