lineItem/UsageAccountId,lineItem/ResourceId,bill/BillingPeriodStartDate,lineItem/UsageAmount_ComputeHours,lineItem/UsageAmount_StorageGB,lineItem/UsageAmount_APIRequests,lineItem/UnblendedCost,product/ProductName,lineItem/LineItemDescription
Compliance-Audit,s3-08ab237,2026-06,0.0,686.0,1372199,60.03,S3,Artifact storage
Partner-Integration,rds-0d50949,2026-06,935.7,649.7,0,1851.77,RDS,db.r5.large PostgreSQL replica
Production-Main,lam-0c7c274,2026-06,0.0,0.0,33999126,238.0,Lambda,Data transformer
Customer-Portal,s3-0283422,2026-06,0.0,20252.0,4050409,708.82,S3,Data lake raw zone
Production-Main,i-07c0191,2026-06,346.3,0.0,0,1004.31,EC2,c5.2xlarge HPC node
Compliance-Audit,ses-0f78329,2026-06,0.0,0.0,1676446,2.02,SES,Transactional email
Compliance-Audit,vpn-0389183,2026-06,825.6,0.0,0,209.28,VPN Gateway,Client VPN endpoint
Mobile-Backend,sqs-0def195,2026-06,0.0,0.0,338185,0.17,SQS,Dead letter queue
Production-Secondary,ec-040f964,2026-06,742.3,0.0,0,534.47,ElastiCache,Redis production cluster
Shared-Services,rds-0643416,2026-06,727.1,202.0,0,656.42,RDS,db.t3.large development DB
Production-Main,cf-0a1d761,2026-06,0.0,0.0,65363035,326.81,CloudFront,CDN API distribution
Customer-Portal,vpn-0562398,2026-06,904.7,0.0,0,229.31,VPN Gateway,Client VPN endpoint
DevOps-Central,ddb-0ec7667,2026-06,859.4,11.8,5967588,104.44,DynamoDB,Config store table
Customer-Portal,ses-05b1907,2026-06,0.0,0.0,717230,0.86,SES,Marketing email
Data-Science,rds-0133470,2026-06,729.9,202.8,0,658.97,RDS,db.t3.large development DB
Production-Secondary,r53-10de681,2026-06,0.0,0.0,6909383,10.36,Route 53,Health checks
Edge-Network,ebs-0da6405,2026-06,0.0,131.1,0,16.39,EBS,gp3 volumes staging
DevOps-Central,vpn-00cd561,2026-06,505.3,0.0,0,256.18,VPN Gateway,Site-to-site VPN
Internal-Tools,ec-073e687,2026-06,624.7,0.0,0,449.78,ElastiCache,Redis production cluster
Compliance-Audit,s3-0d2d241,2026-06,0.0,47.4,23720581,154.18,S3,Static website hosting
ML-Training,ebs-037b837,2026-06,0.0,625.5,0,390.91,EBS,io2 volumes database
DevOps-Central,r53-0abf412,2026-06,0.0,0.0,7753692,11.64,Route 53,Health checks
Marketing-Platform,r53-0873117,2026-06,0.0,0.0,63608871,95.41,Route 53,DNS hosting
Finance-Systems,rds-023c556,2026-06,957.0,664.6,0,2459.06,RDS,db.r5.xlarge PostgreSQL primary
Data-Science,rs-116d833,2026-06,692.1,1922.4,0,3508.49,Redshift,Data warehouse cluster
Edge-Network,vpn-04e0116,2026-06,638.3,0.0,0,161.79,VPN Gateway,Client VPN endpoint
Mobile-Backend,sqs-0730520,2026-06,0.0,0.0,399962,0.2,SQS,Dead letter queue
Mobile-Backend,sqs-0a98298,2026-06,0.0,0.0,328758,0.16,SQS,Dead letter queue
Edge-Network,ebs-09fb469,2026-06,0.0,186.7,0,23.34,EBS,gp3 volumes staging
Shared-Services,rds-01a0568,2026-06,904.1,627.9,0,2323.1,RDS,db.r5.xlarge PostgreSQL primary
Edge-Network,cf-0310235,2026-06,0.0,0.0,162449649,812.25,CloudFront,CDN media distribution
Finance-Systems,rds-04ac243,2026-06,631.9,877.7,0,2808.42,RDS,db.r5.2xlarge Aurora cluster
Finance-Systems,eks-0f96669,2026-06,889.4,0.0,0,2668.22,EKS,Production K8s cluster
Marketing-Platform,rds-01e4174,2026-06,653.9,454.1,0,1294.19,RDS,db.r5.large PostgreSQL replica
Partner-Integration,sqs-0cd1270,2026-06,0.0,0.0,498295,0.25,SQS,Dead letter queue
Production-Main,r53-0708555,2026-06,0.0,0.0,10830265,16.25,Route 53,Health checks
Finance-Systems,s3-0246846,2026-06,0.0,1236.1,2472158,108.16,S3,Artifact storage
Marketing-Platform,sm-1039320,2026-06,0.0,0.0,1053386,4.23,Secrets Manager,Application secrets
Finance-Systems,elb-0c43172,2026-06,569.9,0.0,7914775,115.24,ELB,Classic load balancer
Production-Main,s3-0014680,2026-06,0.0,1865.8,11194980,466.46,S3,Production asset storage
ML-Training,ec-0693709,2026-06,1142.5,0.0,0,822.6,ElastiCache,Redis production cluster
Shared-Services,ebs-01a3398,2026-06,0.0,601.5,0,375.93,EBS,io2 volumes database
Marketing-Platform,rds-0b94353,2026-06,331.6,92.1,0,391.45,RDS,db.t3.medium MySQL staging
Compliance-Audit,ses-07fa563,2026-06,0.0,0.0,1805534,2.17,SES,Transactional email
Edge-Network,vpn-0f3a733,2026-06,541.2,0.0,0,137.18,VPN Gateway,Client VPN endpoint
Security-Ops,ebs-10a2954,2026-06,0.0,635.1,0,396.97,EBS,io2 volumes database
ML-Training,lam-0f35499,2026-06,0.0,0.0,13347377,93.43,Lambda,Notification dispatcher
Customer-Portal,ses-099c582,2026-06,0.0,0.0,788309,0.95,SES,Marketing email
Compliance-Audit,rs-037f769,2026-06,0.0,0.0,5009631,250.48,Redshift,Spectrum queries
Partner-Integration,cf-03cf862,2026-06,0.0,0.0,37947935,189.74,CloudFront,CDN API distribution
Security-Ops,ecs-04c3278,2026-06,539.6,0.0,0,984.69,ECS,Fargate API cluster
Marketing-Platform,ddb-0644636,2026-06,697.0,48.4,77447158,544.55,DynamoDB,Session store table
Security-Ops,lam-10f3942,2026-06,0.0,0.0,3804693,26.83,Lambda,Image resizer
Production-Main,cf-090e801,2026-06,0.0,0.0,52077324,260.38,CloudFront,CDN API distribution
Finance-Systems,rds-0a4f386,2026-06,1021.6,709.5,0,2625.1,RDS,db.r5.xlarge PostgreSQL primary
ML-Training,lam-0ec1508,2026-06,0.0,0.0,12151162,85.06,Lambda,Notification dispatcher
Customer-Portal,i-0ea6657,2026-06,664.1,0.0,0,48.47,EC2,t3.micro bastion host
Production-Secondary,ecs-03f5609,2026-06,309.5,0.0,0,564.81,ECS,Fargate batch cluster
DevOps-Central,kin-06cf628,2026-06,867.0,0.0,24083139,351.62,Kinesis,Firehose delivery
Data-Science,i-06b7985,2026-06,800.8,0.0,0,347.31,EC2,t3.medium API server
Security-Ops,ecs-0989841,2026-06,509.5,0.0,0,929.73,ECS,Fargate API cluster
Production-Main,lam-0006400,2026-06,0.0,0.0,45309608,317.17,Lambda,Auth token validator
Partner-Integration,rds-0f56547,2026-06,373.1,103.6,0,440.42,RDS,db.t3.medium MySQL staging
Customer-Portal,i-110a445,2026-06,715.5,0.0,0,620.56,EC2,t3.large application server
Production-Main,cf-06a8576,2026-06,0.0,0.0,95046561,475.24,CloudFront,CDN media distribution
Internal-Tools,rds-0dc8281,2026-06,526.3,584.8,0,1228.01,RDS,db.m5.xlarge analytics DB
Internal-Tools,s3-0e8e973,2026-06,0.0,1088.9,2177730,95.27,S3,Artifact storage
Edge-Network,ebs-0c62549,2026-06,0.0,177.1,0,22.14,EBS,gp3 volumes staging
Production-Main,lam-0e1f721,2026-06,0.0,0.0,31884313,223.19,Lambda,Data transformer
QA-Testing,lam-03df419,2026-06,0.0,0.0,78833375,551.83,Lambda,Auth token validator
Edge-Network,eks-0322850,2026-06,472.1,0.0,0,1416.34,EKS,Staging K8s cluster
Production-Main,ebs-117e412,2026-06,0.0,700.2,0,437.64,EBS,io2 volumes database
Internal-Tools,lam-0e60938,2026-06,0.0,0.0,32838934,228.23,Lambda,API gateway handler
Data-Science,ddb-0647670,2026-06,625.3,86.9,130271907,977.04,DynamoDB,Cache table
Production-Main,s3-06ad806,2026-06,0.0,15272.3,3054464,534.53,S3,Data lake raw zone
Shared-Services,nat-01a5784,2026-06,598.4,0.0,0,136.51,NAT Gateway,Staging VPC NAT
Data-Science,rds-069c314,2026-06,606.5,421.1,0,1558.19,RDS,db.r5.xlarge PostgreSQL primary
Internal-Tools,lam-07ca671,2026-06,0.0,0.0,24318849,170.23,Lambda,Data transformer
Production-Main,lam-104a539,2026-06,0.0,0.0,37758896,264.32,Lambda,Data transformer
Finance-Systems,rds-074a363,2026-06,684.7,760.8,0,1597.67,RDS,db.m5.xlarge analytics DB
Compliance-Audit,ec-04a7468,2026-06,631.0,0.0,0,454.3,ElastiCache,Redis production cluster
Internal-Tools,lam-0abb122,2026-06,0.0,0.0,1201594,9.02,Lambda,Cron job runner
Mobile-Backend,ebs-086b693,2026-06,0.0,3732.7,0,167.98,EBS,st1 volumes archive
Edge-Network,rds-0457903,2026-06,504.4,350.3,0,1295.92,RDS,db.r5.xlarge PostgreSQL primary
Compliance-Audit,sm-05b3121,2026-06,0.0,0.0,1271148,5.08,Secrets Manager,Application secrets
Security-Ops,s3-0185416,2026-06,0.0,5702.1,356380,142.55,S3,Log archive bucket
Production-Main,lam-0be7690,2026-06,0.0,0.0,7426808,51.99,Lambda,Notification dispatcher
Shared-Services,nat-0713424,2026-06,631.0,0.0,0,143.94,NAT Gateway,Staging VPC NAT
Finance-Systems,rds-0545685,2026-06,942.9,654.8,0,2422.71,RDS,db.r5.xlarge PostgreSQL primary
ML-Training,rs-0364324,2026-06,0.0,0.0,4314181,215.71,Redshift,Spectrum queries
Internal-Tools,rds-04c8593,2026-06,618.5,687.1,0,1442.95,RDS,db.m5.xlarge analytics DB
Production-Main,cf-0c6e848,2026-06,0.0,0.0,34531046,172.65,CloudFront,CDN API distribution
Data-Science,nat-0568861,2026-06,486.9,0.0,0,111.08,NAT Gateway,Staging VPC NAT
Compliance-Audit,rds-0424610,2026-06,694.6,482.5,0,1784.95,RDS,db.r5.xlarge PostgreSQL primary
Internal-Tools,sqs-02ae931,2026-06,0.0,0.0,595572,0.3,SQS,Dead letter queue
Internal-Tools,ec-0a53778,2026-06,582.2,0.0,0,419.15,ElastiCache,Redis production cluster
Internal-Tools,lam-02c9216,2026-06,0.0,0.0,37707839,262.07,Lambda,API gateway handler
Shared-Services,rds-07c6808,2026-06,576.6,160.2,0,520.53,RDS,db.t3.large development DB
Security-Ops,ecs-0f99165,2026-06,413.7,0.0,0,754.89,ECS,Fargate API cluster
Shared-Services,rds-0b02683,2026-06,497.4,690.9,0,2210.87,RDS,db.r5.2xlarge Aurora cluster
Marketing-Platform,rs-01d2424,2026-06,567.2,1575.5,0,2875.21,Redshift,Data warehouse cluster
Security-Ops,lam-0aaf344,2026-06,0.0,0.0,4445198,31.34,Lambda,Image resizer
Compliance-Audit,i-0d15800,2026-06,617.2,0.0,0,891.47,EC2,c5.xlarge compute worker
Edge-Network,s3-0fda230,2026-06,0.0,1054.0,2107983,92.22,S3,Artifact storage
Security-Ops,s3-0b4a511,2026-06,0.0,5142.3,321389,128.56,S3,Log archive bucket
QA-Testing,r53-0d45682,2026-06,0.0,0.0,50788447,76.18,Route 53,DNS hosting
QA-Testing,r53-03ea149,2026-06,0.0,0.0,11157468,16.74,Route 53,Health checks
Internal-Tools,ec-0588801,2026-06,530.4,0.0,0,381.84,ElastiCache,Redis production cluster
Security-Ops,ecs-076f734,2026-06,150.8,0.0,0,275.27,ECS,Fargate batch cluster
Production-Main,s3-076c637,2026-06,0.0,49.7,24850163,161.52,S3,Static website hosting
Internal-Tools,ec-0497288,2026-06,497.2,0.0,0,357.93,ElastiCache,Redis production cluster
Marketing-Platform,rds-0fe1560,2026-06,521.2,361.9,0,1031.51,RDS,db.r5.large PostgreSQL replica
Customer-Portal,elb-0a54570,2026-06,732.4,0.0,30514166,222.15,ELB,Application load balancer
Internal-Tools,lam-0782653,2026-06,0.0,0.0,1173623,8.81,Lambda,Cron job runner
Customer-Portal,s3-0417989,2026-06,0.0,17289.3,3457866,605.13,S3,Data lake raw zone
Internal-Tools,s3-02bb548,2026-06,0.0,1033.3,2066627,90.41,S3,Artifact storage
Shared-Services,rds-0533968,2026-06,655.7,455.3,0,1297.54,RDS,db.r5.large PostgreSQL replica
Edge-Network,s3-0ec2367,2026-06,0.0,949.0,1898058,83.04,S3,Artifact storage
Marketing-Platform,vpn-0a2e654,2026-06,825.9,0.0,0,209.36,VPN Gateway,Client VPN endpoint
Production-Main,ecs-082a733,2026-06,424.5,0.0,0,774.69,ECS,Fargate worker cluster
Internal-Tools,cf-095a942,2026-06,0.0,0.0,47052098,235.26,CloudFront,CDN API distribution
Partner-Integration,elb-0f50855,2026-06,796.3,0.0,11059484,161.01,ELB,Classic load balancer
Production-Secondary,r53-0087224,2026-06,0.0,0.0,67111450,100.67,Route 53,DNS hosting
Shared-Services,rds-0798140,2026-06,563.6,782.8,0,2504.97,RDS,db.r5.2xlarge Aurora cluster
Shared-Services,rds-088e703,2026-06,541.0,751.4,0,2404.62,RDS,db.r5.2xlarge Aurora cluster
Customer-Portal,elb-062f711,2026-06,786.0,0.0,32749226,238.42,ELB,Application load balancer
Shared-Services,nat-0e1a884,2026-06,613.4,0.0,0,139.94,NAT Gateway,Staging VPC NAT
Compliance-Audit,elb-04ca178,2026-06,475.9,0.0,33051824,206.24,ELB,Network load balancer
Internal-Tools,nat-0a69775,2026-06,584.3,0.0,0,133.3,NAT Gateway,Dev VPC NAT
Finance-Systems,s3-0515672,2026-06,0.0,1320.0,2639873,115.5,S3,Artifact storage
Security-Ops,ecs-07d0252,2026-06,497.8,0.0,0,908.51,ECS,Fargate API cluster
Internal-Tools,s3-052b864,2026-06,0.0,3996.8,6394816,291.76,S3,Media content bucket
Security-Ops,sqs-0cca144,2026-06,0.0,0.0,47462903,23.73,SQS,Event notification queue
Internal-Tools,cf-0809156,2026-06,0.0,0.0,147335034,736.67,CloudFront,CDN media distribution
Marketing-Platform,sqs-0652126,2026-06,0.0,0.0,483446,0.24,SQS,Dead letter queue
Partner-Integration,ddb-03d5405,2026-06,696.4,9.7,4835842,84.63,DynamoDB,Config store table
Customer-Portal,ses-06a6724,2026-06,0.0,0.0,706023,0.85,SES,Marketing email
Security-Ops,sm-08b5882,2026-06,0.0,0.0,1243938,4.98,Secrets Manager,Application secrets
Compliance-Audit,rds-04d9582,2026-06,362.7,100.7,0,428.21,RDS,db.t3.medium MySQL staging
Compliance-Audit,sns-0399927,2026-06,0.0,0.0,13805154,6.9,SNS,Alert notifications
Compliance-Audit,eks-101f873,2026-06,643.0,0.0,0,1929.11,EKS,Production K8s cluster
Data-Science,i-0b8e813,2026-06,475.1,0.0,0,1647.03,EC2,m5.2xlarge batch processor
Marketing-Platform,rs-063e686,2026-06,0.0,0.0,6223421,311.17,Redshift,Spectrum queries
Internal-Tools,ebs-113b578,2026-06,0.0,392.8,0,245.5,EBS,io2 volumes database
Partner-Integration,elb-06d8314,2026-06,712.5,0.0,9896053,144.08,ELB,Classic load balancer
Compliance-Audit,ses-0d16832,2026-06,0.0,0.0,1800617,2.16,SES,Transactional email
Shared-Services,s3-0eda156,2026-06,0.0,14097.4,2819482,493.41,S3,Data lake raw zone
Production-Secondary,elb-0487699,2026-06,675.6,0.0,28149066,204.92,ELB,Application load balancer
Edge-Network,ebs-06de655,2026-06,0.0,134.1,0,16.77,EBS,gp3 volumes staging
Internal-Tools,lam-0f9d732,2026-06,0.0,0.0,15800861,110.61,Lambda,Event processor
Internal-Tools,s3-0556224,2026-06,0.0,4023.7,6437806,293.73,S3,Media content bucket
Compliance-Audit,i-0af0314,2026-06,544.4,0.0,0,236.11,EC2,t3.medium API server
Shared-Services,rds-0454133,2026-06,576.5,400.3,0,1140.8,RDS,db.r5.large PostgreSQL replica
Compliance-Audit,ecs-0e22271,2026-06,423.9,0.0,0,773.6,ECS,Fargate worker cluster
DevOps-Central,kin-00ca857,2026-06,811.3,0.0,33802249,493.51,Kinesis,Data stream ingestion
Production-Main,ec-0bc4932,2026-06,1077.9,0.0,0,776.1,ElastiCache,Redis production cluster
Internal-Tools,s3-0cf7590,2026-06,0.0,6864.8,429047,171.63,S3,Log archive bucket
Security-Ops,s3-0182639,2026-06,0.0,3495.0,20970223,873.76,S3,Production asset storage
Data-Science,i-0e0c224,2026-06,367.0,0.0,0,1064.59,EC2,c5.2xlarge HPC node
Partner-Integration,ecs-03d7683,2026-06,451.1,0.0,0,823.33,ECS,Fargate API cluster
Security-Ops,lam-0988526,2026-06,0.0,0.0,22879576,160.15,Lambda,Data transformer
Finance-Systems,s3-079a209,2026-06,0.0,5356.6,8570632,391.04,S3,Media content bucket
Partner-Integration,sm-0ed5679,2026-06,0.0,0.0,1535628,6.15,Secrets Manager,Application secrets
Production-Main,r53-0012755,2026-06,0.0,0.0,13926663,20.89,Route 53,Health checks
Edge-Network,ebs-0dd1202,2026-06,0.0,210.6,0,26.33,EBS,gp3 volumes staging
Data-Science,rds-0d7c680,2026-06,830.2,230.7,0,749.52,RDS,db.t3.large development DB
Production-Main,s3-0016611,2026-06,0.0,848.8,1697677,74.27,S3,Artifact storage
Edge-Network,ecs-0320455,2026-06,195.5,0.0,0,356.83,ECS,Fargate batch cluster
Marketing-Platform,sqs-01db272,2026-06,0.0,0.0,525900,0.26,SQS,Dead letter queue
Shared-Services,rds-09c6142,2026-06,587.7,408.1,0,1163.07,RDS,db.r5.large PostgreSQL replica
Partner-Integration,rds-086c113,2026-06,450.8,125.2,0,532.03,RDS,db.t3.medium MySQL staging
Marketing-Platform,i-0dcc735,2026-06,554.2,0.0,0,480.2,EC2,m5.large monitoring server
Security-Ops,lam-0e9d376,2026-06,0.0,0.0,22772189,159.4,Lambda,Data transformer
Security-Ops,lam-017b358,2026-06,0.0,0.0,58235696,407.65,Lambda,Auth token validator
Security-Ops,s3-0540342,2026-06,0.0,17508.1,3501617,612.78,S3,Data lake raw zone
Mobile-Backend,kin-0db1783,2026-06,604.3,0.0,25177568,367.59,Kinesis,Data stream ingestion
Production-Secondary,r53-0088920,2026-06,0.0,0.0,10195232,15.29,Route 53,Health checks
DevOps-Central,ec-07fb671,2026-06,780.2,0.0,0,561.74,ElastiCache,Redis production cluster
Marketing-Platform,vpn-0547838,2026-06,975.0,0.0,0,494.24,VPN Gateway,Site-to-site VPN
Security-Ops,sm-0192528,2026-06,0.0,0.0,1052034,4.21,Secrets Manager,Application secrets
Marketing-Platform,rds-0dc3816,2026-06,695.6,483.1,0,1376.84,RDS,db.r5.large PostgreSQL replica
Data-Science,ses-014b619,2026-06,0.0,0.0,386260,0.46,SES,Marketing email
Compliance-Audit,i-0b1a567,2026-06,720.6,0.0,0,624.53,EC2,m5.large monitoring server
Marketing-Platform,sm-0e0b262,2026-06,0.0,0.0,970659,3.88,Secrets Manager,Application secrets
Edge-Network,i-07f9917,2026-06,588.6,0.0,0,2040.48,EC2,m5.2xlarge batch processor
ML-Training,i-07b3955,2026-06,731.8,0.0,0,634.16,EC2,m5.large monitoring server
Production-Secondary,rs-0085981,2026-06,953.9,2649.7,0,4835.75,Redshift,Data warehouse cluster
Finance-Systems,s3-0475629,2026-06,0.0,59.6,29801402,193.71,S3,Static website hosting
Partner-Integration,sqs-080f764,2026-06,0.0,0.0,458302,0.23,SQS,Dead letter queue
Edge-Network,lam-0f3f242,2026-06,0.0,0.0,21555763,150.89,Lambda,Data transformer
Compliance-Audit,rs-115c829,2026-06,0.0,0.0,4916483,245.82,Redshift,Spectrum queries
Customer-Portal,vpn-10ed434,2026-06,987.5,0.0,0,250.31,VPN Gateway,Client VPN endpoint
Compliance-Audit,ses-1003965,2026-06,0.0,0.0,1641782,1.97,SES,Transactional email
Internal-Tools,rds-0bea427,2026-06,982.1,1364.1,0,4364.78,RDS,db.r5.2xlarge Aurora cluster
ML-Training,r53-0370851,2026-06,0.0,0.0,48243443,72.37,Route 53,DNS hosting
ML-Training,i-08d8148,2026-06,630.6,0.0,0,2186.27,EC2,r5.2xlarge database server
DevOps-Central,ddb-00cf819,2026-06,860.3,11.9,5974345,104.55,DynamoDB,Config store table
ML-Training,ec-0ee1247,2026-06,874.2,0.0,0,629.47,ElastiCache,Redis production cluster
Edge-Network,sns-103a136,2026-06,0.0,0.0,14319562,7.17,SNS,Alert notifications
Edge-Network,sns-1116196,2026-06,0.0,0.0,11762652,5.88,SNS,Alert notifications
Compliance-Audit,sm-113a398,2026-06,0.0,0.0,1319396,5.27,Secrets Manager,Application secrets
Production-Main,i-0e83752,2026-06,588.4,0.0,0,2039.55,EC2,m5.2xlarge batch processor
Shared-Services,r53-0b86525,2026-06,0.0,0.0,72835984,109.25,Route 53,DNS hosting
Internal-Tools,elb-02b8525,2026-06,556.7,0.0,23195536,168.86,ELB,Application load balancer
QA-Testing,ses-062e201,2026-06,0.0,0.0,2676878,3.21,SES,Transactional email
Edge-Network,i-0634118,2026-06,787.2,0.0,0,2728.93,EC2,r5.2xlarge database server
Edge-Network,s3-0319797,2026-06,0.0,12841.7,128416,295.36,S3,Backup storage bucket
Production-Main,lam-000b396,2026-06,0.0,0.0,17190575,120.33,Lambda,Event processor
Partner-Integration,elb-03db380,2026-06,506.4,0.0,21098983,153.6,ELB,Application load balancer
Shared-Services,r53-0197483,2026-06,0.0,0.0,69808387,104.71,Route 53,DNS hosting
Edge-Network,s3-06b2129,2026-06,0.0,63.6,31778941,206.55,S3,Static website hosting
Data-Science,i-013d711,2026-06,696.0,0.0,0,603.18,EC2,m5.large monitoring server
Partner-Integration,elb-0f4c997,2026-06,647.0,0.0,8985059,130.82,ELB,Classic load balancer
ML-Training,i-0369482,2026-06,988.1,0.0,0,428.53,EC2,t3.medium API server
Partner-Integration,ddb-04cf704,2026-06,560.8,39.0,62315019,438.15,DynamoDB,Session store table
Compliance-Audit,i-0812373,2026-06,629.4,0.0,0,2181.67,EC2,r5.2xlarge database server
Marketing-Platform,r53-0aa1477,2026-06,0.0,0.0,51865182,77.79,Route 53,DNS hosting
Internal-Tools,lam-0eb4918,2026-06,0.0,0.0,22774066,159.42,Lambda,Data transformer
QA-Testing,sm-03ed358,2026-06,0.0,0.0,786516,3.15,Secrets Manager,Application secrets
Finance-Systems,vpn-0c5e853,2026-06,908.0,0.0,0,230.16,VPN Gateway,Client VPN endpoint
Edge-Network,ecs-083f327,2026-06,293.8,0.0,0,536.09,ECS,Fargate worker cluster
Compliance-Audit,kin-0cdf374,2026-06,644.0,0.0,26831587,391.74,Kinesis,Data stream ingestion
Compliance-Audit,s3-038e331,2026-06,0.0,10255.4,102554,235.87,S3,Backup storage bucket
Customer-Portal,ses-09ba980,2026-06,0.0,0.0,2178273,2.62,SES,Transactional email
Data-Science,i-063f419,2026-06,352.7,0.0,0,1022.93,EC2,c5.2xlarge HPC node
Compliance-Audit,i-0d76887,2026-06,680.9,0.0,0,590.08,EC2,m5.large monitoring server
Marketing-Platform,rs-0578755,2026-06,624.7,1735.3,0,3166.71,Redshift,Data warehouse cluster
Production-Main,i-07b0216,2026-06,411.0,0.0,0,1191.93,EC2,c5.2xlarge HPC node
ML-Training,lam-04e8479,2026-06,0.0,0.0,11077809,77.55,Lambda,Notification dispatcher
Compliance-Audit,i-039c168,2026-06,964.7,0.0,0,70.43,EC2,t3.micro bastion host
Security-Ops,sqs-0889881,2026-06,0.0,0.0,44514660,22.26,SQS,Event notification queue
Compliance-Audit,i-0954606,2026-06,812.3,0.0,0,704.0,EC2,m5.large monitoring server
Partner-Integration,cf-0ccc998,2026-06,0.0,0.0,39592974,197.96,CloudFront,CDN API distribution
Internal-Tools,ebs-0fd8235,2026-06,0.0,5527.9,0,248.76,EBS,st1 volumes archive
Marketing-Platform,s3-01ee984,2026-06,0.0,13617.7,136176,313.21,S3,Backup storage bucket
Security-Ops,sqs-0cc7659,2026-06,0.0,0.0,57228476,28.62,SQS,Order processing queue
Internal-Tools,ebs-05fe716,2026-06,0.0,1390.9,0,173.86,EBS,gp3 volumes production
Marketing-Platform,rds-0f32152,2026-06,910.5,632.4,0,2339.62,RDS,db.r5.xlarge PostgreSQL primary
Internal-Tools,lam-05b9579,2026-06,0.0,0.0,23607668,165.25,Lambda,Data transformer
Edge-Network,s3-05cb638,2026-06,0.0,62.3,31135176,202.37,S3,Static website hosting
Partner-Integration,s3-03cc842,2026-06,0.0,1218.6,2437286,106.63,S3,Artifact storage
Compliance-Audit,s3-0d91108,2026-06,0.0,894.6,1789392,78.29,S3,Artifact storage
Data-Science,i-09a3137,2026-06,645.6,0.0,0,1119.01,EC2,r5.xlarge cache server
Internal-Tools,s3-0d9a450,2026-06,0.0,6101.6,61014,140.33,S3,Backup storage bucket
Marketing-Platform,ddb-0582661,2026-06,656.6,45.6,72957299,512.98,DynamoDB,Session store table
Security-Ops,ecs-0f12611,2026-06,184.0,0.0,0,335.87,ECS,Fargate batch cluster
Edge-Network,ebs-0311888,2026-06,0.0,6840.6,0,307.83,EBS,st1 volumes archive
Production-Secondary,ec-0cec280,2026-06,1051.9,0.0,0,378.72,ElastiCache,Redis staging cluster
Production-Secondary,i-06e3233,2026-06,1022.5,0.0,0,886.86,EC2,t3.large application server
Partner-Integration,rds-03c9787,2026-06,899.6,624.7,0,1780.43,RDS,db.r5.large PostgreSQL replica
QA-Testing,ses-07c3229,2026-06,0.0,0.0,2657614,3.19,SES,Transactional email
Finance-Systems,rs-07f1538,2026-06,571.9,1588.6,0,2899.1,Redshift,Data warehouse cluster
Internal-Tools,elb-0d39987,2026-06,1198.4,0.0,16645535,242.35,ELB,Classic load balancer
Security-Ops,ecs-09ff179,2026-06,137.4,0.0,0,250.96,ECS,Fargate batch cluster
ML-Training,i-0b7f363,2026-06,673.5,0.0,0,2334.92,EC2,r5.2xlarge database server
Partner-Integration,ddb-03d3612,2026-06,952.3,132.3,198389736,1487.92,DynamoDB,Cache table
Data-Science,i-0fdf856,2026-06,410.3,0.0,0,1422.33,EC2,m5.2xlarge batch processor
Production-Main,ebs-0c33147,2026-06,0.0,555.3,0,347.04,EBS,io2 volumes database
Partner-Integration,elb-1189487,2026-06,563.6,0.0,7827610,113.96,ELB,Classic load balancer
Edge-Network,s3-031a417,2026-06,0.0,1150.2,2300416,100.64,S3,Artifact storage
Internal-Tools,s3-02be827,2026-06,0.0,7312.8,73127,168.19,S3,Backup storage bucket
Production-Main,s3-0015422,2026-06,0.0,10507.7,656728,262.69,S3,Log archive bucket
Compliance-Audit,rs-0f61772,2026-06,0.0,0.0,5704762,285.24,Redshift,Spectrum queries
Production-Main,s3-079b598,2026-06,0.0,10109.4,631833,252.73,S3,Log archive bucket
ML-Training,ebs-103e746,2026-06,0.0,647.2,0,404.45,EBS,io2 volumes database
QA-Testing,lam-0684112,2026-06,0.0,0.0,4370315,30.8,Lambda,Image resizer
Production-Main,cf-0ad5324,2026-06,0.0,0.0,34441337,172.2,CloudFront,CDN API distribution
Finance-Systems,rds-1083102,2026-06,749.2,832.6,0,1748.31,RDS,db.m5.xlarge analytics DB
Security-Ops,s3-0d22917,2026-06,0.0,19340.2,3868034,676.9,S3,Data lake raw zone
QA-Testing,elb-0ecf520,2026-06,821.7,0.0,34236963,249.24,ELB,Application load balancer
Marketing-Platform,rs-1104859,2026-06,0.0,0.0,6922502,346.12,Redshift,Spectrum queries
DevOps-Central,ec-03f6896,2026-06,846.1,0.0,0,609.16,ElastiCache,Redis production cluster
Production-Secondary,sqs-08b9775,2026-06,0.0,0.0,23114438,11.56,SQS,Event notification queue
Production-Secondary,elb-0fae581,2026-06,597.6,0.0,41494460,258.93,ELB,Network load balancer
Security-Ops,ecs-0f2a294,2026-06,173.2,0.0,0,316.0,ECS,Fargate batch cluster
Partner-Integration,sm-0b57782,2026-06,0.0,0.0,1413229,5.65,Secrets Manager,Application secrets
Compliance-Audit,rds-0a00512,2026-06,1127.5,313.3,0,1017.9,RDS,db.t3.large development DB
Marketing-Platform,i-0880144,2026-06,654.1,0.0,0,1896.9,EC2,c5.2xlarge HPC node
Internal-Tools,s3-0d4d615,2026-06,0.0,39.8,19928070,129.54,S3,Static website hosting
Customer-Portal,i-09ed915,2026-06,685.0,0.0,0,594.15,EC2,t3.large application server
